"RT","SSD"
1.17286,-1
-1,0.25
0.56061,-1
0.57412,-1
0.55039,-1
0.46601,-1
0.56028,-1
-1,0.25
0.53243,-1
0.42896,-1
0.47701,-1
0.48137,-1
0.44424,-1
0.426,0.3
-1,0.3
0.58967,-1
0.46062,-1
0.36511,-1
0.62699,-1
0.40714,-1
0.64141,-1
0.50307,-1
0.404,0.25
0.544,0.35
0.53,0.2
0.78122,-1
-1,0.3
1.03789,-1
0.64532,-1
0.40345,-1
0.4187,-1
0.41753,-1
0.46644,-1
0.51385,-1
0.48454,-1
0.41505,-1
0.4999,-1
-1,0.15
0.56647,-1
-1,0.35
0.47969,-1
0.56165,-1
0.69467,-1
0.55921,-1
-1,0.2
-1,0.4
0.48945,-1
0.45678,-1
0.42119,-1
0.45463,-1
0.45458,-1
0.61745,-1
0.64132,-1
0.50491,-1
-1,0.25
0.517,0.45
-1,0.4
0.473,0.3
0.57783,-1
0.79114,-1
0.35973,-1
0.62447,-1
0.41513,-1
0.53008,-1
0.60097,-1
0.70757,-1
0.67744,-1
0.57436,-1
0.67906,-1
-1,0.45
-1,0.25
0.64761,-1
0.53528,-1
0.62773,-1
-1,0.5
0.74273,-1
-1,0.3
0.59459,-1
0.70139,-1
0.71402,-1
-1,0.55
0.57471,-1
-1,0.35
1.01186,-1
0.54896,-1
0.53937,-1
0.60039,-1
0.4551,-1
0.4785,-1
0.78559,-1
0.83084,-1
0.53216,-1
0.63127,-1
-1,0.4
0.468,0.6
0.56054,-1
1.01724,-1
1.41111,-1
0.50674,-1
0.5335,-1
0.52482,-1
0.708,0.55
0.561,0.45
0.74059,-1
0.57172,-1
0.45984,-1
0.49349,-1
0.46638,-1
0.44861,-1
0.382,0.4
0.345,0.5
0.39682,-1
0.379,0.35
0.44787,-1
0.463,0.45
0.6638,-1
0.653,-1
0.47027,-1
0.66132,-1
0.48189,-1
0.48345,-1
0.48505,-1
0.43101,-1
0.67259,-1
0.49471,-1
0.44608,-1
0.468,0.3
0.57,0.4
