"RT","SSD"
0.71653,-1
0.387,0.35
-1,0.25
0.34866,-1
0.48557,-1
0.53616,-1
0.5639,-1
0.58711,-1
0.6594,-1
-1,0.3
0.52174,-1
0.42803,-1
0.51793,-1
0.53792,-1
0.48966,-1
-1,0.3
0.61553,-1
0.74154,-1
0.55429,-1
0.51721,-1
0.58037,-1
0.439,0.35
-1,0.35
0.69915,-1
0.59965,-1
0.48856,-1
0.49919,-1
0.46452,-1
-1,0.3
0.488,0.4
0.67928,-1
0.61355,-1
0.49742,-1
0.38601,-1
0.46309,-1
0.48276,-1
0.55373,-1
0.56085,-1
-1,0.35
-1,0.35
0.59012,-1
0.509,0.4
-1,0.4
0.60503,-1
0.61421,-1
0.543,-1
0.74542,-1
0.58925,-1
0.60762,-1
0.406,0.35
0.592,0.45
0.56352,-1
0.51599,-1
0.54047,-1
0.56055,-1
0.63709,-1
0.50955,-1
-1,0.4
0.42668,-1
0.53796,-1
0.62378,-1
0.6405,-1
-1,0.3
0.62408,-1
0.435,0.45
-1,0.35
0.5776,-1
0.67379,-1
0.72782,-1
0.63154,-1
0.49786,-1
0.54438,-1
0.43534,-1
-1,0.4
0.65911,-1
0.34061,-1
0.50809,-1
0.517,0.4
0.64098,-1
0.58387,-1
0.58179,-1
0.487,0.45
0.69225,-1
0.61257,-1
0.47477,-1
0.57263,-1
-1,0.35
0.8604,-1
0.52309,-1
0.53321,-1
0.52769,-1
0.52965,-1
0.54594,-1
0.49187,-1
0.504,0.4
0.541,0.4
-1,0.35
0.3338,-1
0.5564,-1
0.50718,-1
0.52902,-1
0.69719,-1
-1,0.35
0.59779,-1
0.67039,-1
0.43778,-1
0.52038,-1
0.61105,-1
0.56156,-1
0.518,0.4
-1,0.4
0.61847,-1
0.434,0.35
0.6623,-1
0.59935,-1
0.54057,-1
0.47073,-1
0.50622,-1
0.54664,-1
-1,0.45
-1,0.3
0.50589,-1
0.57454,-1
0.58541,-1
0.68148,-1
0.61145,-1
0.552,0.5
0.23293,-1
