"RT","SSD"
0.81516,-1
0.482,0.35
-1,0.35
0.72347,-1
0.47005,-1
0.58461,-1
0.41481,-1
0.54937,-1
0.47386,-1
0.42115,-1
0.423,0.3
0.44888,-1
0.60555,-1
0.39884,-1
0.48577,-1
-1,0.4
0.50136,-1
0.50917,-1
0.59519,-1
0.51126,-1
-1,0.25
0.37366,-1
0.57692,-1
0.533,0.45
-1,0.3
0.56693,-1
0.64659,-1
0.30283,-1
-1,0.4
0.62645,-1
0.63417,-1
0.51675,-1
0.58509,-1
0.6278,-1
0.55025,-1
0.50823,-1
0.4825,-1
0.345,0.45
-1,0.35
0.59642,-1
-1,0.4
0.34868,-1
-1,0.4
0.5798,-1
0.43287,-1
0.49054,-1
0.33238,-1
0.5304,-1
0.43651,-1
0.51486,-1
0.49986,-1
0.32126,-1
0.35546,-1
0.415,0.45
0.47708,-1
0.43,0.45
0.473,-1
0.444,0.4
0.72448,-1
0.47853,-1
0.50495,-1
0.35093,-1
0.356,0.4
0.42599,-1
0.35175,-1
0.37295,-1
0.295,0.35
0.25528,-1
0.3215,-1
0.39077,-1
0.33883,-1
0.315,0.35
-1,0.3
0.41215,-1
0.46297,-1
0.28758,-1
0.301,0.3
0.44096,-1
0.36664,-1
0.42446,-1
0.47767,-1
0.49381,-1
0.39226,-1
0.41306,-1
0.4065,-1
0.45548,-1
-1,0.25
0.462,0.35
-1,0.3
-1,0.3
0.57256,-1
0.726,-1
0.64056,-1
0.50897,-1
0.48591,-1
0.34489,-1
0.42,0.35
0.53211,-1
0.426,0.35
0.59625,-1
0.70707,-1
0.4617,-1
0.50757,-1
0.34965,-1
0.36711,-1
0.46981,-1
0.38115,-1
0.4529,-1
0.42966,-1
0.41873,-1
0.409,0.3
-1,0.3
-1,0.25
0.47247,-1
0.58348,-1
0.72671,-1
0.35388,-1
0.43201,-1
0.5279,-1
0.311,0.35
0.422,0.3
0.69038,-1
-1,0.3
0.78567,-1
0.72839,-1
0.48442,-1
0.3628,-1
0.49603,-1
