"RT","SSD"
0.67589,-1
0.42545,-1
0.38019,-1
0.31775,-1
0.40101,-1
0.38891,-1
-1,0.15
-1,0.15
-1,0.2
-1,0.2
0.42214,-1
0.32586,-1
0.30115,-1
0.35527,-1
0.29718,-1
0.43184,-1
0.428,0.25
-1,0.25
0.50192,-1
0.30756,-1
0.34842,-1
0.47592,-1
0.36963,-1
0.3746,-1
0.42074,-1
0.423,0.3
0.3159,-1
0.49945,-1
0.35157,-1
0.39,0.2
0.42708,-1
0.3361,-1
0.26257,-1
0.52554,-1
-1,0.15
-1,0.25
0.64028,-1
0.48945,-1
0.56989,-1
0.38575,-1
0.5226,-1
0.48241,-1
0.36153,-1
0.40327,-1
-1,0.3
-1,0.2
0.465,0.35
0.49501,-1
0.49898,-1
0.6055,-1
-1,0.25
0.7255,-1
0.35665,-1
0.33859,-1
0.76398,-1
0.36092,-1
0.41764,-1
0.391,0.3
0.435,0.3
0.45203,-1
0.53033,-1
0.30251,-1
0.26079,-1
0.44,0.25
0.67258,-1
0.45628,-1
0.33294,-1
0.4393,-1
-1,0.25
0.57518,-1
0.46879,-1
0.836,0.3
-1,0.2
0.7292,-1
0.43392,-1
0.40423,-1
0.76146,-1
0.73211,-1
0.42159,-1
-1,0.25
0.45793,-1
0.46042,-1
-1,0.25
0.62642,-1
0.46555,-1
0.44,0.3
0.46921,-1
0.45126,-1
0.52905,-1
0.41636,-1
0.55317,-1
0.61558,-1
0.80261,-1
0.3614,-1
-1,-1
0.3389,-1
-1,0.25
-1,-1
0.39042,-1
0.44998,-1
0.37307,-1
0.597,0.2
-1,0.3
0.58036,-1
-1,-1
0.42102,-1
0.42493,-1
0.38024,-1
0.391,0.35
-1,0.15
0.5598,-1
0.60417,-1
-1,-1
0.47614,-1
0.41775,-1
0.55289,-1
-1,0.2
0.53513,-1
1.08575,-1
0.544,0.3
