"RT","SSD"
0.41627,-1
0.39537,-1
0.39791,-1
0.40212,-1
0.5348,-1
0.37122,-1
0.7,0.35
-1,0.45
0.66254,-1
-1,0.5
0.49367,-1
-1,0.3
0.63126,-1
0.51563,-1
0.59647,-1
0.40146,-1
0.49009,-1
0.483,0.55
0.52488,-1
0.436,0.35
0.89612,-1
0.47682,-1
0.44874,-1
0.55802,-1
0.45102,-1
0.37993,-1
0.42703,-1
0.39914,-1
0.50815,-1
0.42,0.3
0.63933,-1
0.465,0.5
0.535,0.45
0.75034,-1
0.65201,-1
0.55965,-1
0.54841,-1
-1,0.25
0.49455,-1
0.44352,-1
0.49403,-1
0.48064,-1
0.52041,-1
0.43819,-1
0.53318,-1
-1,0.3
0.5942,-1
0.471,0.4
0.90114,-1
0.63566,-1
0.46035,-1
0.506,0.35
-1,0.35
0.70886,-1
0.60278,-1
0.50051,-1
0.59915,-1
0.54131,-1
0.397,0.3
-1,0.4
0.57026,-1
0.46639,-1
0.54431,-1
0.52531,-1
0.39749,-1
0.35943,-1
0.58537,-1
-1,0.25
0.497,0.45
0.73658,-1
0.65493,-1
0.61397,-1
0.61323,-1
0.49366,-1
-1,0.3
0.60405,-1
0.59763,-1
0.65781,-1
-1,0.4
0.62241,-1
0.58148,-1
0.54561,-1
0.61854,-1
0.6115,-1
0.5279,-1
0.72078,-1
-1,0.45
-1,0.35
-1,0.4
0.65589,-1
0.445,0.5
0.37027,-1
0.44082,-1
0.50997,-1
0.45706,-1
0.49983,-1
0.41284,-1
0.44103,-1
0.45231,-1
-1,0.45
-1,0.45
0.56345,-1
0.49117,-1
0.62264,-1
0.612,-1
-1,-1
0.70091,-1
0.53048,-1
0.63223,-1
0.557,0.5
-1,0.5
0.56843,-1
0.80342,-1
-1,-1
0.85446,-1
0.60639,-1
0.527,0.55
-1,0.45
0.85012,-1
0.29423,-1
0.28017,-1
0.27205,-1
0.5418,-1
0.335,0.5
0.445,0.5
0.55285,-1
0.51582,-1
0.38363,-1
