"RT","SSD"
0.80067,-1
0.5012,-1
0.5002,-1
0.33035,-1
0.45413,-1
0.43626,-1
-1,0.15
0.329,0.25
-1,0.2
0.5661,-1
0.374,0.2
0.43567,-1
0.37287,-1
0.52609,-1
0.39132,-1
0.4014,-1
0.31925,-1
0.436,0.15
0.54981,-1
-1,0.25
0.4398,-1
0.42032,-1
0.40191,-1
0.39529,-1
0.5836,-1
0.49858,-1
0.60391,-1
0.3745,-1
-1,0.1
-1,0.3
0.51804,-1
0.30353,-1
0.37212,-1
0.34044,-1
0.31272,-1
0.28338,-1
0.29919,-1
0.3993,-1
0.372,0.35
0.261,0.15
0.24517,-1
0.41609,-1
0.30538,-1
0.36143,-1
0.325,0.1
0.49724,-1
0.34228,-1
0.311,0.3
0.40911,-1
-1,0.25
0.37182,-1
0.25236,-1
0.52634,-1
0.35655,-1
0.31703,-1
-1,0.05
0.411,0.3
0.55318,-1
0.36104,-1
0.48469,-1
0.52558,-1
0.39066,-1
0.40678,-1
0.35518,-1
-1,0.25
0.45731,-1
0.37368,-1
-1,0.05
0.37002,-1
0.37719,-1
0.28084,-1
0.33405,-1
0.35086,-1
0.31882,-1
0.36395,-1
0.505,0.3
0.28,0.1
0.50447,-1
0.38606,-1
0.37106,-1
0.40498,-1
0.60647,-1
0.53294,-1
-1,0.05
0.60265,-1
0.45965,-1
0.641,0.25
0.5444,-1
0.69948,-1
0.57673,-1
0.48471,-1
0.33285,-1
0.51352,-1
-1,0.1
-1,0.2
-1,0.25
-1,0.15
0.33302,-1
0.3365,-1
0.39269,-1
0.32761,-1
0.36049,-1
0.33744,-1
0.30187,-1
0.32124,-1
0.24865,-1
0.34643,-1
0.30667,-1
0.325,0.3
-1,0.2
0.33947,-1
0.2744,-1
0.369,0.25
0.43268,-1
0.384,0.25
0.62032,-1
0.35284,-1
0.29662,-1
0.36659,-1
0.52259,-1
0.46462,-1
0.49431,-1
-1,0.2
0.47939,-1
0.46883,-1
0.40592,-1
