"RT","SSD"
0.63724,-1
0.344,0.25
0.367,0.25
0.45065,-1
0.2686,-1
0.4341,-1
0.30708,-1
0.28689,-1
0.26784,-1
0.27429,-1
0.34643,-1
0.40313,-1
0.339,0.2
0.49383,-1
0.344,0.2
-1,0.15
0.344,0.15
0.61834,-1
0.32947,-1
0.51732,-1
0.38831,-1
0.50999,-1
0.36254,-1
0.33825,-1
0.4429,-1
0.32129,-1
0.52898,-1
-1,0.1
0.33695,-1
0.36087,-1
0.33,0.2
0.50245,-1
-1,0.15
0.332,0.15
0.51866,-1
0.37892,-1
0.4911,-1
0.42878,-1
0.34863,-1
0.48301,-1
0.41251,-1
0.45131,-1
-1,0.1
0.55057,-1
0.325,0.2
0.56845,-1
0.49775,-1
-1,0.15
0.48725,-1
-1,0.15
0.47656,-1
0.8951,-1
0.53762,-1
0.50246,-1
0.4237,-1
-1,0.2
0.34184,-1
0.46649,-1
0.43191,-1
0.36444,-1
0.34449,-1
0.51832,-1
-1,0.2
-1,0.25
0.396,0.25
0.50196,-1
0.48863,-1
0.43839,-1
0.6373,-1
0.57839,-1
0.36173,-1
-1,0.3
0.44671,-1
0.56793,-1
0.53835,-1
0.4251,-1
0.50834,-1
0.42466,-1
0.33,0.2
0.48015,-1
0.48274,-1
0.40898,-1
0.58547,-1
0.37749,-1
0.371,0.35
-1,0.15
0.37648,-1
0.44662,-1
0.61115,-1
0.48955,-1
0.39608,-1
0.388,0.3
-1,0.2
0.39114,-1
0.38484,-1
0.53391,-1
0.444,0.25
0.47768,-1
0.39362,-1
0.38014,-1
0.48608,-1
0.424,0.25
0.65319,-1
0.36855,-1
-1,0.2
0.44794,-1
0.5855,-1
0.53266,-1
0.48739,-1
0.49624,-1
-1,0.2
-1,0.25
0.49358,-1
0.4286,-1
0.52191,-1
-1,0.25
0.53604,-1
0.45639,-1
0.50574,-1
0.51727,-1
0.6119,-1
0.42598,-1
0.53097,-1
0.50375,-1
0.37727,-1
0.422,0.3
0.435,0.3
