"RT","SSD"
0.45023,-1
0.375,0.35
0.351,0.25
0.34466,-1
0.34019,-1
0.40712,-1
0.49296,-1
0.38624,-1
0.33179,-1
0.29748,-1
0.29205,-1
0.27396,-1
0.4688,-1
0.37,0.2
0.46002,-1
0.427,0.3
-1,0.25
-1,0.15
0.40499,-1
0.30327,-1
0.39361,-1
0.26789,-1
0.28299,-1
0.27798,-1
0.30625,-1
0.43653,-1
0.27467,-1
0.41613,-1
0.362,0.2
0.44937,-1
0.291,-1
0.42,0.3
0.40658,-1
0.364,0.25
0.329,0.15
0.38764,-1
0.31454,-1
0.39059,-1
0.48685,-1
0.38963,-1
0.30875,-1
0.31922,-1
0.38165,-1
0.295,0.1
0.44702,-1
0.295,0.2
0.43495,-1
0.40113,-1
-1,0.15
0.45082,-1
-1,0.05
0.46016,-1
0.47775,-1
0.34782,-1
0.52758,-1
0.42949,-1
-1,0.1
0.35406,-1
0.40595,-1
0.27472,-1
0.36167,-1
0.33019,-1
0.42572,-1
0.296,0.2
0.362,0.15
-1,0.15
0.3925,-1
0.30157,-1
0.32964,-1
0.44382,-1
0.42498,-1
0.3524,-1
-1,0.1
0.37347,-1
0.4638,-1
0.33883,-1
0.35178,-1
0.36495,-1
0.39526,-1
0.264,0.2
0.44708,-1
0.44957,-1
0.36959,-1
0.39776,-1
0.35297,-1
0.338,0.15
-1,0.15
0.50434,-1
0.41931,-1
0.40337,-1
0.44935,-1
0.37758,-1
-1,0.1
0.251,0.2
0.28527,-1
0.35758,-1
0.37693,-1
0.378,0.15
0.54235,-1
0.37762,-1
0.40435,-1
0.40838,-1
0.294,0.15
0.50513,-1
0.34311,-1
0.383,0.1
0.43652,-1
0.37254,-1
0.36299,-1
0.3749,-1
0.37829,-1
-1,0.1
-1,0.15
0.45662,-1
0.38732,-1
0.49159,-1
-1,0.05
0.60358,-1
0.38442,-1
0.39555,-1
0.36918,-1
0.4033,-1
0.59218,-1
0.46305,-1
0.41561,-1
0.36543,-1
0.321,0.1
0.396,0.2
