"RT","SSD"
0.85228,-1
-1,0.45
-1,0.35
0.54051,-1
0.5054,-1
0.71471,-1
0.68635,-1
0.48008,-1
0.48199,-1
-1,0.4
0.49332,-1
0.46609,-1
0.59914,-1
0.46086,-1
0.47064,-1
0.324,0.5
0.48466,-1
0.5404,-1
0.41745,-1
0.46566,-1
0.52769,-1
0.513,0.45
0.503,0.45
0.62087,-1
0.51796,-1
0.60875,-1
0.5121,-1
0.56663,-1
0.466,0.4
-1,0.4
0.53246,-1
0.63017,-1
0.69901,-1
0.51659,-1
0.46896,-1
0.46531,-1
0.57913,-1
0.5985,-1
0.428,0.35
0.559,0.45
0.71381,-1
-1,0.4
-1,0.3
0.60123,-1
0.71045,-1
0.68141,-1
0.59262,-1
0.63756,-1
0.62885,-1
0.528,0.45
-1,0.35
0.79349,-1
0.62376,-1
0.58541,-1
0.52166,-1
0.53205,-1
0.52091,-1
-1,0.4
0.51598,-1
0.76797,-1
0.51911,-1
0.42166,-1
0.524,0.4
0.57637,-1
0.468,0.45
-1,0.35
0.56252,-1
0.52438,-1
0.45187,-1
0.61546,-1
0.60929,-1
0.59016,-1
0.55192,-1
-1,0.4
0.60441,-1
0.64786,-1
0.58504,-1
-1,0.4
0.49695,-1
0.63127,-1
0.66198,-1
-1,0.45
0.64742,-1
0.72618,-1
0.5416,-1
0.57414,-1
-1,0.45
0.50024,-1
0.68428,-1
0.59989,-1
0.54898,-1
0.52537,-1
0.51812,-1
0.42885,-1
0.496,0.5
0.389,0.5
0.478,0.45
0.53574,-1
0.51595,-1
0.53354,-1
0.50822,-1
0.47023,-1
0.513,0.45
0.60301,-1
0.36694,-1
0.56685,-1
0.68031,-1
0.54917,-1
0.39815,-1
-1,0.4
0.506,0.4
0.56447,-1
-1,0.45
0.72719,-1
0.66181,-1
0.70667,-1
0.54816,-1
0.58452,-1
0.75629,-1
-1,0.35
0.604,0.5
0.65841,-1
0.66319,-1
0.52696,-1
0.7458,-1
0.71276,-1
0.54,0.4
0.66207,-1
