"RT","SSD"
0.9033,-1
0.72284,-1
-1,0.05
0.87889,-1
0.94331,-1
0.58,0.25
0.79005,-1
0.76363,-1
0.62078,-1
0.57487,-1
0.70285,-1
0.60692,-1
0.62853,-1
-1,0.2
-1,0.1
0.64104,-1
-1,0.25
0.6067,-1
0.4881,-1
-1,0.15
0.59207,-1
0.65542,-1
0.54098,-1
0.5814,-1
0.69358,-1
0.52705,-1
0.50946,-1
0.51512,-1
0.42151,-1
0.4861,-1
0.382,0.3
-1,0.2
-1,0.25
0.54191,-1
0.41696,-1
0.37339,-1
0.33025,-1
0.40953,-1
0.41787,-1
-1,0.25
-1,0.3
0.60857,-1
0.507,0.3
0.45333,-1
0.55079,-1
0.51612,-1
0.59626,-1
-1,0.25
0.497,0.35
0.60453,-1
0.56355,-1
0.87692,-1
0.61767,-1
0.52667,-1
0.65198,-1
0.35878,-1
0.5222,-1
0.477,0.3
-1,0.3
0.63247,-1
0.52726,-1
0.43726,-1
0.54565,-1
0.47418,-1
0.456,0.35
0.61891,-1
0.54276,-1
0.41988,-1
0.59071,-1
0.62356,-1
-1,0.25
-1,0.3
-1,0.3
0.70849,-1
0.49414,-1
0.63455,-1
0.64329,-1
0.59158,-1
0.40095,-1
0.564,0.35
-1,0.35
0.63205,-1
0.45454,-1
0.53796,-1
0.59478,-1
0.49034,-1
-1,0.4
0.67689,-1
0.52619,-1
0.45486,-1
0.42539,-1
0.5277,-1
0.51978,-1
0.45923,-1
0.48641,-1
0.56116,-1
0.5431,-1
0.573,0.45
-1,0.25
0.46442,-1
0.55317,-1
-1,-1
0.652,0.3
-1,0.4
0.51839,-1
0.56225,-1
0.67793,-1
0.63385,-1
0.61627,-1
-1,0.25
0.488,0.45
0.6031,-1
0.65865,-1
0.6239,-1
0.56516,-1
0.62378,-1
0.47938,-1
-1,0.4
0.56047,-1
0.50097,-1
0.47225,-1
0.48078,-1
0.45919,-1
-1,0.3
