"RT","SSD"
0.65495,-1
0.494,0.35
0.437,0.35
0.5762,-1
0.50343,-1
0.74127,-1
0.62798,-1
0.46763,-1
0.48,0.3
-1,0.3
0.47654,-1
0.4021,-1
0.40816,-1
0.46631,-1
0.5137,-1
0.44756,-1
0.34363,-1
0.39828,-1
0.48348,-1
0.49867,-1
0.51584,-1
0.695,0.35
-1,0.25
0.65006,-1
0.55341,-1
0.878,-1
0.65616,-1
0.60594,-1
0.35874,-1
0.717,0.3
0.8217,-1
0.64568,-1
0.50061,-1
0.63434,-1
-1,0.25
-1,0.25
0.76084,-1
0.46754,-1
0.53707,-1
0.343,0.3
0.6264,-1
0.78555,-1
0.79076,-1
-1,0.3
0.60947,-1
0.47357,-1
0.60501,-1
0.68426,-1
0.59152,-1
-1,0.35
-1,0.25
0.72532,-1
0.84911,-1
0.56431,-1
0.59213,-1
0.403,0.4
-1,0.3
-1,-1
0.93692,-1
0.76441,-1
0.69552,-1
0.77754,-1
0.6348,-1
0.49158,-1
0.6388,-1
0.52938,-1
0.91138,-1
0.66222,-1
-1,0.35
-1,0.35
0.59204,-1
0.75501,-1
0.54523,-1
1.43683,-1
0.52419,-1
-1,0.4
0.515,0.4
0.59318,-1
0.56239,-1
0.60774,-1
0.73378,-1
0.62339,-1
0.49508,-1
-1,0.35
-1,0.45
0.66125,-1
0.37035,-1
0.60485,-1
0.547,0.5
0.60246,-1
0.92348,-1
-1,-1
0.94182,-1
0.43041,-1
0.434,0.4
-1,0.35
-1,0.45
0.59749,-1
0.54996,-1
0.57746,-1
0.44431,-1
0.58801,-1
0.51459,-1
0.45038,-1
0.487,0.5
0.496,0.4
0.56577,-1
0.47755,-1
0.49879,-1
0.52633,-1
0.80551,-1
0.78765,-1
0.68701,-1
0.461,0.45
-1,0.35
0.7211,-1
0.82848,-1
0.84431,-1
0.53356,-1
0.89808,-1
-1,0.4
0.72814,-1
0.47173,-1
0.70856,-1
0.42349,-1
0.427,0.4
0.42253,-1
