"RT","SSD"
0.56236,-1
0.475,0.35
-1,0.35
0.60462,-1
0.45468,-1
0.50921,-1
0.42493,-1
0.45038,-1
0.48918,-1
0.31516,-1
0.407,0.3
0.48282,-1
0.50946,-1
0.42946,-1
0.50955,-1
0.384,0.4
0.43597,-1
0.39175,-1
0.45021,-1
0.388,0.25
0.46411,-1
0.40345,-1
-1,0.35
-1,0.2
0.51905,-1
0.57344,-1
0.53758,-1
0.512,0.4
0.53463,-1
0.57428,-1
0.43591,-1
0.60819,-1
0.46928,-1
0.50388,-1
0.36547,-1
0.475,0.35
-1,0.25
0.58005,-1
-1,0.3
0.49017,-1
-1,0.3
1.29707,-1
0.8897,-1
0.60789,-1
0.65037,-1
0.81581,-1
0.69724,-1
-1,-1
0.89623,-1
0.34911,-1
0.45818,-1
0.521,0.35
0.65328,-1
0.405,0.35
0.55495,-1
-1,0.3
0.51168,-1
0.66018,-1
0.5186,-1
0.48805,-1
0.77755,-1
0.49475,-1
0.54028,-1
-1,0.35
0.67704,-1
0.70142,-1
0.27436,-1
0.4931,-1
-1,0.25
-1,0.3
0.58665,-1
0.80901,-1
0.56125,-1
0.211,0.4
0.41775,-1
0.45538,-1
0.50206,-1
0.42784,-1
0.47468,-1
0.50562,-1
0.45205,-1
0.4062,-1
0.56288,-1
-1,0.35
-1,0.35
-1,0.4
-1,0.4
0.74464,-1
0.96193,-1
0.45305,-1
0.5644,-1
0.50901,-1
0.421,0.45
0.44261,-1
0.489,0.45
0.44318,-1
0.41575,-1
0.468,-1
0.50556,-1
0.35993,-1
0.53351,-1
0.62525,-1
-1,-1
-1,-1
0.43339,-1
0.42741,-1
-1,0.4
-1,0.4
-1,0.45
0.6173,-1
0.66486,-1
-1,-1
0.43953,-1
0.60243,-1
1.26711,-1
-1,0.45
0.622,0.5
1.03059,-1
0.549,0.5
0.81831,-1
-1,-1
-1,-1
0.36255,-1
0.60099,-1
