"RT","SSD"
0.87492,-1
0.405,0.35
-1,0.25
0.59561,-1
0.38558,-1
0.39974,-1
0.48767,-1
0.65124,-1
0.475,0.3
0.51976,-1
0.38777,-1
0.5398,-1
0.46751,-1
0.35466,-1
0.366,0.3
0.69005,-1
0.39261,-1
0.34543,-1
0.47958,-1
0.46085,-1
0.347,0.25
-1,0.25
0.58285,-1
0.40069,-1
0.42163,-1
0.47595,-1
0.43878,-1
0.421,0.2
0.402,0.3
0.49936,-1
0.40103,-1
0.37524,-1
0.43645,-1
0.36623,-1
0.4218,-1
0.33747,-1
0.89764,-1
0.454,0.15
-1,0.25
0.41558,-1
0.49,0.3
0.474,0.1
0.48084,-1
0.42824,-1
0.47466,-1
0.42666,-1
0.501,-1
0.44134,-1
0.443,0.25
-1,0.05
0.80861,-1
0.52521,-1
0.4145,-1
0.5806,-1
0.53044,-1
0.372,0.1
0.6748,-1
0.43288,-1
0.38347,-1
0.41969,-1
0.333,0.2
0.38957,-1
-1,0.05
0.457,0.15
0.85871,-1
0.48412,-1
0.45414,-1
0.47206,-1
0.439,-1
0.32183,-1
0.57245,-1
0.417,0.1
0.50295,-1
0.32575,-1
0.47285,-1
-1,0.1
0.52136,-1
0.7872,-1
0.35286,-1
-1,0.05
0.43646,-1
0.38584,-1
0.43794,-1
0.42968,-1
0.345,0.15
0.61759,-1
0.45356,-1
0.44267,-1
0.37913,-1
0.34258,-1
0.33288,-1
0.53715,-1
0.345,0.1
-1,0.1
-1,0.15
0.49907,-1
0.35793,-1
0.5753,-1
0.41591,-1
0.39698,-1
0.34,0.05
0.51677,-1
0.4199,-1
0.41827,-1
0.49137,-1
0.49206,-1
0.59927,-1
-1,0
-1,0.2
0.69719,-1
-1,0.05
0.46127,-1
0.3988,-1
0.38331,-1
0.55761,-1
0.53149,-1
0.42804,-1
0.413,0.25
-1,0.1
0.70629,-1
0.38327,-1
0.46151,-1
0.60303,-1
0.49389,-1
-1,0.2
0.63134,-1
