"RT","SSD"
0.53078,-1
0.362,0.25
0.65593,-1
0.52571,-1
0.29264,-1
0.35305,-1
0.44427,-1
0.483,0.05
0.53587,-1
0.28371,-1
0.43417,-1
0.35706,-1
0.357,0.2
0.415,0
0.50981,-1
0.49768,-1
0.39456,-1
0.34988,-1
0.34858,-1
0.351,0.15
-1,0
0.322,0.1
0.55169,-1
-1,0.05
0.53893,-1
0.44199,-1
0.39087,-1
0.37265,-1
0.43652,-1
0.48541,-1
0.43284,-1
0.44665,-1
0.31479,-1
0.34967,-1
-1,0.05
0.5393,-1
0.461,0.1
0.45314,-1
0.50612,-1
0.30673,-1
0.2908,-1
-1,0.1
-1,0.05
0.36508,-1
0.34914,-1
0.55824,-1
0.42494,-1
0.37182,-1
0.48558,-1
0.39877,-1
0.52539,-1
-1,0.15
0.457,0.1
0.494,0.05
-1,0.2
0.32204,-1
0.48238,-1
0.49881,-1
0.32623,-1
0.43224,-1
0.56497,-1
0.41212,-1
0.39305,-1
0.28103,-1
0.41186,-1
0.4173,-1
-1,0
-1,0.25
0.40506,-1
0.66752,-1
0.48793,-1
-1,0.05
0.41122,-1
0.302,0.3
0.4844,-1
0.5801,-1
0.41957,-1
0.324,0.1
0.53794,-1
0.28,0.25
0.5291,-1
0.38632,-1
0.31497,-1
0.44968,-1
0.34652,-1
0.49429,-1
0.42174,-1
0.50162,-1
0.40258,-1
0.41676,-1
0.323,0.2
-1,0.05
0.37141,-1
0.38187,-1
0.62148,-1
0.28057,-1
0.27594,-1
0.28888,-1
0.448,0.15
0.41907,-1
0.30996,-1
0.33527,-1
0.60321,-1
0.379,-1
0.57354,-1
-1,0.1
-1,0.05
0.42235,-1
0.53,0.15
1.15315,-1
1.017,0.1
-1,-1
0.95342,-1
0.60935,-1
0.52834,-1
0.4508,-1
0.34198,-1
0.39227,-1
0.3692,-1
0.45611,-1
0.30912,-1
0.58219,-1
-1,0.1
-1,0.05
