"RT","SSD"
0.47056,-1
0.42548,-1
0.445,0.35
0.43121,-1
0.40597,-1
-1,0.25
0.46894,-1
0.50509,-1
0.46816,-1
0.35272,-1
0.32122,-1
0.301,0.3
0.366,0.3
0.40051,-1
0.40428,-1
0.49223,-1
0.53231,-1
0.39074,-1
0.429,0.25
0.42225,-1
-1,0.25
0.47015,-1
0.4193,-1
0.45423,-1
0.33669,-1
0.33456,-1
0.36505,-1
0.33916,-1
0.3785,-1
0.39355,-1
-1,0.2
0.362,0.3
-1,0.25
0.43219,-1
0.32947,-1
0.28684,-1
0.364,0.25
0.40729,-1
0.41008,-1
0.33322,-1
0.41808,-1
0.53487,-1
0.39832,-1
0.38417,-1
0.69519,-1
0.491,0.3
0.39914,-1
0.389,0.15
0.313,0.25
0.38028,-1
0.53048,-1
0.49749,-1
0.45647,-1
0.33945,-1
0.26321,-1
0.36526,-1
0.42912,-1
0.40533,-1
0.42805,-1
0.291,0.1
0.385,0.2
0.35846,-1
0.32374,-1
0.3794,-1
0.41723,-1
0.39527,-1
0.569,0.15
0.41907,-1
0.34494,-1
0.31209,-1
-1,0.05
-1,0.1
0.33091,-1
0.3493,-1
0.44816,-1
0.36534,-1
0.35663,-1
0.36652,-1
-1,0.1
0.258,0.15
0.53954,-1
0.376,0.15
0.31144,-1
0.46348,-1
0.43286,-1
0.40907,-1
0.35885,-1
0.45386,-1
0.36709,-1
0.40211,-1
0.3312,-1
-1,0.1
0.32928,-1
0.46482,-1
0.531,0.1
0.51884,-1
0.39862,-1
0.4661,-1
0.51072,-1
0.47116,-1
0.4571,-1
0.345,0.05
-1,0.15
0.348,0.2
-1,0
0.33369,-1
0.29198,-1
0.43351,-1
0.44963,-1
0.43132,-1
0.50335,-1
0.50772,-1
0.44175,-1
0.50586,-1
0.53207,-1
0.52578,-1
0.541,0.05
0.4895,-1
-1,0.15
0.367,0.2
0.49566,-1
0.51964,-1
0.79241,-1
0.64422,-1
0.57679,-1
0.387,-1
0.327,0
