"RT","SSD"
0.51701,-1
0.43947,-1
0.41888,-1
0.4037,-1
0.35156,-1
0.457,0.35
-1,0.35
0.51333,-1
0.394,0.4
-1,0.3
0.3669,-1
0.48868,-1
0.62385,-1
0.49953,-1
0.60355,-1
0.60508,-1
0.42287,-1
-1,0.35
-1,0.35
0.53703,-1
0.63344,-1
0.5402,-1
0.58472,-1
0.45708,-1
-1,0.4
0.63638,-1
0.465,0.4
0.62267,-1
0.70961,-1
0.56149,-1
0.57534,-1
0.56683,-1
0.59952,-1
0.67098,-1
0.60979,-1
0.59304,-1
0.67883,-1
0.43,0.35
0.559,0.45
0.64236,-1
0.68367,-1
-1,0.4
0.64402,-1
-1,0.3
0.58054,-1
0.62645,-1
0.60496,-1
0.59121,-1
0.71582,-1
0.54902,-1
-1,0.45
0.59244,-1
0.56837,-1
0.73421,-1
0.75501,-1
-1,0.35
0.63281,-1
0.56091,-1
0.71636,-1
-1,0.4
0.60455,-1
-1,0.5
0.6542,-1
0.61201,-1
0.55,0.45
0.64512,-1
0.60222,-1
0.6493,-1
-1,0.55
0.62138,-1
0.76118,-1
0.89987,-1
0.61072,-1
0.5295,-1
0.60377,-1
0.59741,-1
0.60622,-1
0.64272,-1
0.565,0.6
-1,0.4
0.564,0.45
0.658,0.55
0.65099,-1
0.58315,-1
0.58138,-1
0.72881,-1
0.67114,-1
0.67211,-1
0.64311,-1
0.50671,-1
0.55969,-1
0.46406,-1
-1,0.5
0.418,0.4
0.57443,-1
0.75405,-1
0.63987,-1
0.65526,-1
-1,0.35
0.62209,-1
-1,0.55
0.50322,-1
0.67579,-1
0.70196,-1
0.36984,-1
0.56228,-1
0.57181,-1
0.74802,-1
0.57902,-1
0.51,0.6
0.67932,-1
-1,0.4
-1,0.55
0.55468,-1
0.58591,-1
0.57716,-1
0.99308,-1
0.47742,-1
0.53089,-1
-1,0.45
-1,0.5
0.598,0.6
0.59955,-1
0.62548,-1
0.7117,-1
0.72233,-1
0.7885,-1
0.64427,-1
