"RT","SSD"
0.41242,-1
0.296,0.15
0.35,0.25
0.34621,-1
0.27931,-1
0.23247,-1
0.20148,-1
0.35538,-1
0.29306,-1
0.26798,-1
0.32571,-1
0.27366,-1
0.2028,-1
0.31144,-1
0.24684,-1
0.277,0.05
0.38408,-1
0.34056,-1
-1,0.15
-1,0
0.2893,-1
0.35732,-1
0.55546,-1
0.363,0.2
0.32975,-1
0.34613,-1
0.26351,-1
0.48288,-1
0.44823,-1
0.276,0.15
-1,0.05
0.38521,-1
-1,0.1
0.33118,-1
-1,0.1
0.39399,-1
0.49244,-1
0.34931,-1
0.33828,-1
0.37559,-1
0.37215,-1
0.64679,-1
0.4663,-1
-1,0.15
0.36104,-1
0.339,0.15
0.31066,-1
-1,0.2
0.32495,-1
0.37779,-1
0.331,-1
-1,-1
0.374,0.1
0.34138,-1
0.26414,-1
0.38648,-1
0.30782,-1
0.33859,-1
0.33182,-1
-1,0
0.64423,-1
0.37442,-1
-1,0.2
0.39431,-1
0.52883,-1
0.3439,-1
0.35383,-1
0.45008,-1
0.4527,-1
0.35221,-1
0.41213,-1
0.392,0.25
0.258,0.05
-1,0
-1,0.2
0.47604,-1
0.3827,-1
0.35618,-1
0.39459,-1
0.44581,-1
0.35804,-1
0.373,0.25
0.42489,-1
0.47312,-1
0.48878,-1
0.46885,-1
0.40647,-1
0.62331,-1
0.45864,-1
0.37088,-1
0.30897,-1
0.36675,-1
0.31686,-1
-1,0
-1,0.2
-1,0.05
0.41584,-1
0.3743,-1
0.613,-1
0.38774,-1
0.39784,-1
0.38634,-1
-1,0.25
-1,0.1
0.97605,-1
-1,0.3
0.69502,-1
0.40463,-1
0.31763,-1
0.33511,-1
0.425,-1
