"RT","SSD"
0.80628,-1
0.462,0.45
-1,0.45
0.46974,-1
0.51511,-1
0.44416,-1
0.50214,-1
0.46927,-1
0.405,0.4
-1,0.5
0.46621,-1
0.46869,-1
0.42988,-1
0.4562,-1
0.62878,-1
0.52901,-1
0.45581,-1
0.51078,-1
0.54349,-1
0.52469,-1
0.53861,-1
0.599,0.55
-1,0.35
0.5508,-1
0.56464,-1
0.50771,-1
0.44062,-1
0.55975,-1
0.56555,-1
0.529,0.4
0.537,0.5
0.8095,-1
0.54366,-1
0.44846,-1
0.44463,-1
0.423,0.45
0.448,0.35
0.84304,-1
0.69774,-1
0.41133,-1
-1,0.3
0.73373,-1
0.69722,-1
0.6402,-1
0.543,0.4
0.74016,-1
0.67204,-1
0.70857,-1
0.55694,-1
0.61361,-1
-1,0.35
-1,0.35
0.71884,-1
0.57061,-1
0.65724,-1
0.59153,-1
0.476,0.4
-1,0.4
0.72061,-1
0.68663,-1
0.6476,-1
0.94428,-1
0.63489,-1
0.74756,-1
0.60738,-1
0.57209,-1
0.59747,-1
0.59889,-1
0.55234,-1
0.465,0.35
-1,0.45
0.58772,-1
0.62014,-1
0.64555,-1
0.5754,-1
0.8023,-1
0.485,0.5
-1,0.3
0.61372,-1
0.64544,-1
0.67624,-1
0.59054,-1
0.75136,-1
0.41094,-1
-1,0.35
-1,0.45
0.56344,-1
0.50386,-1
0.70176,-1
-1,0.5
0.57186,-1
0.5738,-1
0.47197,-1
0.56119,-1
0.48781,-1
-1,0.4
0.597,0.45
0.691,0.55
1.03335,-1
0.80598,-1
0.67928,-1
0.58941,-1
0.60774,-1
0.71458,-1
0.73541,-1
-1,0.5
-1,0.4
0.71773,-1
0.86521,-1
0.69999,-1
0.83196,-1
0.56193,-1
0.5963,-1
0.57438,-1
0.668,0.55
-1,0.45
0.6434,-1
0.70177,-1
0.55873,-1
0.5874,-1
0.63772,-1
0.633,0.5
0.78472,-1
0.70388,-1
0.56486,-1
0.60799,-1
-1,0.5
0.69318,-1
