"RT","SSD"
0.47115,-1
0.46725,-1
0.46809,-1
0.47351,-1
0.39757,-1
0.50084,-1
0.405,0.65
0.536,0.55
0.321,0.6
0.49625,-1
0.41009,-1
0.49004,-1
0.39284,-1
0.37698,-1
0.33164,-1
0.289,0.5
-1,0.45
0.46922,-1
0.2886,-1
0.33043,-1
0.40053,-1
0.41623,-1
0.50841,-1
0.508,0.55
0.431,0.5
0.428,0.5
0.40322,-1
0.32281,-1
0.24545,-1
0.2725,-1
0.23791,-1
0.29371,-1
0.404,0.45
0.51161,-1
0.50327,-1
0.37944,-1
0.32111,-1
0.355,0.45
0.55201,-1
0.50955,-1
0.52979,-1
0.5473,-1
0.28046,-1
0.28769,-1
0.30305,-1
0.535,0.4
0.557,0.4
-1,0.35
0.68631,-1
0.39576,-1
0.59484,-1
0.45796,-1
-1,0.35
0.44902,-1
0.62767,-1
0.5464,-1
-1,0.4
0.475,0.4
0.69269,-1
0.45374,-1
0.35578,-1
0.41368,-1
0.70922,-1
0.41717,-1
0.34234,-1
0.36413,-1
0.53807,-1
0.551,0.35
0.576,0.45
0.98357,-1
0.68312,-1
0.60729,-1
0.3319,-1
0.46796,-1
0.56139,-1
0.397,0.4
0.42763,-1
0.406,0.3
0.57184,-1
-1,0.25
0.48426,-1
0.383,0.35
0.59194,-1
0.67575,-1
0.64206,-1
0.50357,-1
0.36552,-1
0.39851,-1
0.464,0.3
0.7033,-1
0.72189,-1
0.90064,-1
0.61141,-1
-1,0.3
0.51363,-1
0.51227,-1
0.33296,-1
0.63555,-1
-1,0.35
0.352,0.25
0.59929,-1
0.40988,-1
0.42717,-1
-1,0.2
0.495,0.4
0.57587,-1
0.64284,-1
0.5755,-1
0.45844,-1
0.59694,-1
0.35143,-1
0.39038,-1
-1,0.25
0.51449,-1
0.488,0.35
0.5903,-1
0.30409,-1
0.27371,-1
0.31781,-1
0.41586,-1
0.73972,-1
0.29664,-1
0.42687,-1
0.324,-1
0.329,0.3
-1,0.3
0.5749,-1
