"RT","SSD"
0.615,0.25
0.372,0.35
0.52433,-1
0.47089,-1
0.42238,-1
0.44411,-1
0.39034,-1
0.38152,-1
0.34835,-1
0.40732,-1
0.37646,-1
0.38449,-1
0.43813,-1
0.38878,-1
0.346,0.2
0.345,0.3
0.59397,-1
0.43087,-1
0.42291,-1
0.40371,-1
0.44938,-1
0.41826,-1
-1,0.15
-1,0.25
-1,0.3
0.58355,-1
0.525,-1
-1,0.2
0.5813,-1
0.43907,-1
0.51487,-1
0.4488,-1
0.48299,-1
0.516,0.35
0.49244,-1
0.35567,-1
0.66675,-1
0.52971,-1
0.88214,-1
-1,0.25
0.76257,-1
-1,0.3
0.38795,-1
0.52212,-1
0.44665,-1
0.40241,-1
0.51,-1
-1,0.3
0.61463,-1
0.58002,-1
0.34613,-1
0.54933,-1
0.412,0.35
0.53251,-1
0.314,0.35
0.50351,-1
0.49096,-1
0.56163,-1
0.43847,-1
0.402,0.3
0.51329,-1
0.3795,-1
0.51072,-1
-1,0.3
0.454,0.35
0.57785,-1
-1,0.25
0.48775,-1
0.52327,-1
0.54237,-1
0.38853,-1
0.41234,-1
0.43639,-1
0.41329,-1
0.338,0.3
0.758,0.3
0.59161,-1
0.77408,-1
0.46174,-1
0.44086,-1
0.46186,-1
0.47824,-1
0.36098,-1
0.52258,-1
0.56343,-1
0.39445,-1
0.352,0.25
0.351,0.25
0.50311,-1
-1,0.2
-1,0.2
0.47169,-1
0.42634,-1
0.36985,-1
0.34998,-1
0.45057,-1
0.27598,-1
0.44614,-1
-1,0.25
-1,0.25
0.42733,-1
0.42279,-1
0.44326,-1
0.48304,-1
0.371,0.3
-1,0.3
0.52446,-1
0.42908,-1
0.44033,-1
0.34372,-1
0.41514,-1
0.44602,-1
0.41178,-1
0.418,0.25
0.61077,-1
0.56951,-1
-1,0.35
0.55949,-1
0.94504,-1
0.35241,-1
0.45879,-1
0.44094,-1
0.3753,-1
0.32572,-1
0.5671,-1
0.394,0.4
0.40965,-1
-1,0.2
