"RT","SSD"
0.54498,-1
0.357,0.15
0.38348,-1
0.34755,-1
0.25095,-1
0.37859,-1
0.40874,-1
0.46844,-1
0.40811,-1
0.3897,-1
0.39315,-1
0.35612,-1
-1,0.1
0.431,0
0.38769,-1
0.36336,-1
0.32008,-1
0.32557,-1
0.31525,-1
0.42208,-1
0.35956,-1
0.289,0.15
0.281,0
-1,0.1
0.3904,-1
0.335,0
0.46071,-1
0.43542,-1
0.4149,-1
0.4393,-1
0.53749,-1
0.377,-1
0.37465,-1
0.3739,-1
0.43482,-1
0.42343,-1
0.299,0.15
0.36019,-1
-1,0
0.37207,-1
0.35302,-1
0.34116,-1
0.31388,-1
-1,0.1
-1,0.05
0.43661,-1
0.30592,-1
0.36149,-1
0.42804,-1
0.42462,-1
0.41567,-1
0.43515,-1
0.42123,-1
0.324,0.15
0.29,0.1
-1,0.05
-1,0.1
0.45398,-1
0.43283,-1
0.32613,-1
0.46614,-1
0.296,-1
0.44906,-1
0.44769,-1
0.40021,-1
0.44575,-1
0.35739,-1
0.39435,-1
-1,0.1
0.349,0.15
0.4337,-1
0.43587,-1
0.43723,-1
-1,0.15
0.34446,-1
0.282,0.1
0.31495,-1
0.35902,-1
0.44705,-1
0.343,0.2
0.40997,-1
-1,0.05
0.43561,-1
0.47972,-1
0.32362,-1
0.38753,-1
0.38862,-1
0.49816,-1
0.41616,-1
0.37697,-1
0.37821,-1
0.32531,-1
0.279,0.1
-1,0.15
0.45715,-1
0.34322,-1
0.38549,-1
0.47386,-1
0.44695,-1
0.43728,-1
0.391,0.2
-1,0.05
0.42642,-1
0.38609,-1
0.35375,-1
0.44599,-1
0.43369,-1
0.45499,-1
-1,0.1
0.335,0.15
0.41638,-1
0.423,0.15
0.51264,-1
-1,0.1
0.48318,-1
0.47173,-1
0.39346,-1
0.43503,-1
0.3648,-1
0.36507,-1
0.48996,-1
0.33158,-1
0.41848,-1
0.33655,-1
0.4235,-1
0.404,0.1
-1,0.15
