"RT","SSD"
-1,0.45
-1,0.45
0.61748,-1
0.39269,-1
0.41776,-1
0.37607,-1
0.35035,-1
0.32164,-1
0.24539,-1
0.38,0.5
0.52537,-1
0.458,0.5
0.36938,-1
0.3465,-1
0.50679,-1
0.32795,-1
0.40109,-1
0.39177,-1
0.29867,-1
0.289,0.45
0.394,0.45
0.44024,-1
0.34308,-1
0.36996,-1
0.53473,-1
0.38,0.4
0.33523,-1
0.36039,-1
0.32747,-1
0.45597,-1
0.47301,-1
0.37477,-1
0.20955,-1
0.26337,-1
0.28012,-1
0.21709,-1
0.235,0.35
0.222,0.35
0.375,0.3
0.192,0.3
0.41664,-1
0.45062,-1
0.32577,-1
0.40202,-1
0.44165,-1
0.25522,-1
0.32642,-1
0.28805,-1
0.32638,-1
0.4779,-1
0.352,0.25
0.341,0.25
0.60168,-1
0.363,0.2
0.68111,-1
0.63208,-1
0.55707,-1
0.5177,-1
0.36134,-1
-1,0.2
0.55485,-1
-1,0.25
0.66061,-1
0.46015,-1
-1,0.15
0.52267,-1
0.45409,-1
0.40245,-1
0.38487,-1
0.53308,-1
0.51377,-1
0.4211,-1
0.50708,-1
0.43763,-1
0.38124,-1
0.404,0.3
-1,0.2
-1,0.25
0.52197,-1
0.44943,-1
0.36893,-1
0.35237,-1
0.57544,-1
0.46781,-1
0.366,0.25
0.5342,-1
0.5023,-1
-1,0.3
-1,0.2
0.46322,-1
0.54298,-1
0.50358,-1
0.49258,-1
0.42836,-1
0.35529,-1
-1,0.25
0.53428,-1
0.36384,-1
0.57517,-1
0.54729,-1
0.463,0.35
0.359,0.3
0.62397,-1
0.60669,-1
0.52948,-1
0.60643,-1
0.42761,-1
0.5205,-1
-1,0.3
-1,0.35
0.76237,-1
-1,0.25
0.83731,-1
0.66945,-1
0.55414,-1
0.59759,-1
0.64645,-1
0.4057,-1
0.4818,-1
0.44769,-1
0.60794,-1
0.41024,-1
0.497,0.4
-1,0.3
0.61713,-1
