"RT","SSD"
0.71,0.55
0.626,0.65
0.48675,-1
0.57473,-1
0.70899,-1
0.49958,-1
0.7473,-1
0.29921,-1
0.58123,-1
0.44702,-1
0.46854,-1
0.46734,-1
0.36,0.6
0.367,0.5
0.50786,-1
0.48065,-1
0.34223,-1
0.47642,-1
0.41159,-1
0.48401,-1
0.42144,-1
0.40164,-1
0.331,0.45
0.317,0.55
0.538,0.4
0.61296,-1
0.48569,-1
0.38882,-1
0.48028,-1
0.412,0.5
0.46651,-1
0.38948,-1
0.39179,-1
0.54492,-1
0.49913,-1
0.53037,-1
0.476,0.35
0.291,0.45
0.5342,-1
0.5578,-1
0.62582,-1
0.54578,-1
0.6528,-1
0.5305,-1
0.3892,-1
0.441,0.3
0.413,0.4
0.65425,-1
-1,0.35
0.6385,-1
0.56709,-1
0.47942,-1
0.46128,-1
0.5334,-1
0.66282,-1
-1,0.25
-1,0.4
0.64364,-1
-1,0.3
0.55553,-1
0.54991,-1
0.46996,-1
0.58639,-1
0.66574,-1
0.55362,-1
0.82013,-1
0.64319,-1
0.72045,-1
-1,0.35
0.52,0.45
0.59216,-1
0.64101,-1
0.52196,-1
0.74102,-1
0.58634,-1
0.568,-1
-1,0.4
0.503,0.4
0.65108,-1
0.55003,-1
0.57972,-1
0.54262,-1
0.556,0.45
0.65816,-1
0.65103,-1
-1,0.35
0.63937,-1
0.5629,-1
0.418,0.4
0.53595,-1
0.48515,-1
0.53362,-1
0.47964,-1
0.57041,-1
0.54402,-1
-1,0.4
-1,0.35
0.4913,-1
0.52245,-1
0.61716,-1
0.62955,-1
0.61816,-1
0.396,0.45
0.58832,-1
0.6098,-1
0.53936,-1
0.5,-1
0.512,0.4
0.64258,-1
0.535,0.4
0.52252,-1
0.62698,-1
0.56546,-1
0.57058,-1
-1,0.35
0.66937,-1
0.51864,-1
0.50895,-1
0.57579,-1
0.497,0.35
-1,0.3
-1,0.4
0.67781,-1
0.66103,-1
0.52727,-1
0.54058,-1
0.57361,-1
0.69034,-1
