"RT","SSD"
0.53306,-1
0.41871,-1
0.30788,-1
0.36178,-1
0.24017,-1
0.31448,-1
-1,0.15
0.312,0.25
-1,0.2
0.46189,-1
0.53006,-1
0.32171,-1
0.52948,-1
0.37276,-1
0.41341,-1
-1,0.2
-1,0.25
0.43956,-1
0.3462,-1
0.27008,-1
0.3571,-1
0.4885,-1
0.36847,-1
0.347,0.25
-1,0.2
-1,0.3
0.48919,-1
0.40239,-1
0.28588,-1
0.3251,-1
0.43011,-1
0.4747,-1
0.52588,-1
-1,0.25
0.31801,-1
0.43066,-1
0.66757,-1
0.38927,-1
0.342,0.35
0.35378,-1
0.36861,-1
0.37911,-1
0.31898,-1
0.42132,-1
0.31785,-1
0.33726,-1
-1,0.3
0.305,0.3
-1,0.35
0.53849,-1
0.52356,-1
0.34322,-1
0.54955,-1
0.349,0.25
0.55326,-1
0.54172,-1
0.62206,-1
-1,0.2
0.47,0.4
0.57056,-1
0.49209,-1
0.43888,-1
0.45562,-1
0.44322,-1
0.48789,-1
0.44189,-1
0.34442,-1
0.31572,-1
0.415,0.35
-1,0.25
0.65517,-1
0.51095,-1
0.42633,-1
0.42859,-1
0.40952,-1
0.47909,-1
-1,0.3
0.49438,-1
0.436,0.3
0.62275,-1
-1,0.25
0.49029,-1
0.416,0.35
0.49504,-1
0.58939,-1
0.41288,-1
0.46166,-1
0.66023,-1
0.55439,-1
-1,0.3
0.49267,-1
0.36987,-1
0.57027,-1
0.50808,-1
0.351,0.3
0.58327,-1
0.52544,-1
0.38167,-1
0.53455,-1
-1,0.25
-1,0.35
0.52541,-1
0.46737,-1
0.43176,-1
0.541,0.4
-1,0.3
0.5218,-1
0.48961,-1
0.5127,-1
0.49412,-1
0.61952,-1
0.43812,-1
0.3987,-1
-1,0.35
0.48615,-1
-1,0.35
0.41763,-1
0.53553,-1
0.47764,-1
0.50836,-1
0.41361,-1
0.56337,-1
0.35443,-1
0.51677,-1
0.50387,-1
0.431,0.4
0.471,0.4
0.56182,-1
