"RT","SSD"
0.51369,-1
0.40917,-1
0.38784,-1
0.3702,-1
0.375,0.25
0.462,0.35
0.49879,-1
0.64278,-1
0.58878,-1
0.46704,-1
-1,0.2
0.367,0.3
0.50136,-1
0.51194,-1
0.65891,-1
0.48682,-1
0.59092,-1
0.27416,-1
-1,0.25
-1,0.25
0.43689,-1
0.4995,-1
0.68256,-1
0.39064,-1
0.57784,-1
0.32564,-1
0.35472,-1
0.33357,-1
-1,0.3
0.57294,-1
-1,0.3
0.47388,-1
-1,0.35
0.47573,-1
-1,0.35
0.63132,-1
0.53624,-1
0.57982,-1
0.34056,-1
0.52004,-1
0.42755,-1
0.41782,-1
0.49642,-1
0.45818,-1
0.399,0.4
-1,0.4
0.54718,-1
0.46476,-1
0.375,0.45
0.62563,-1
0.33176,-1
0.37883,-1
0.36195,-1
0.45476,-1
0.32925,-1
0.357,0.35
0.309,0.3
-1,0.4
0.44343,-1
0.45796,-1
0.41244,-1
0.40971,-1
0.58924,-1
0.31971,-1
0.43987,-1
0.38902,-1
0.39799,-1
0.33011,-1
0.37537,-1
0.479,0.25
0.591,0.45
0.66698,-1
0.81384,-1
0.412,0.4
0.4586,-1
-1,0.2
0.61666,-1
0.34076,-1
0.34495,-1
0.65182,-1
0.30779,-1
0.43233,-1
0.47003,-1
0.41592,-1
0.53768,-1
0.35,0.25
0.43256,-1
-1,0.35
-1,0.2
0.4953,-1
0.57857,-1
0.60458,-1
0.732,-1
0.34345,-1
0.33365,-1
0.458,0.4
0.45205,-1
-1,0.35
0.54751,-1
0.48502,-1
0.70385,-1
0.44305,-1
0.55195,-1
-1,0.25
0.461,0.4
-1,0.3
0.59328,-1
0.483,-1
0.3579,-1
0.48512,-1
0.48305,-1
0.40114,-1
0.45686,-1
0.50825,-1
0.5345,-1
0.38126,-1
0.399,0.35
-1,0.35
0.49121,-1
0.61925,-1
-1,0.3
0.49717,-1
0.63465,-1
0.40381,-1
0.61134,-1
0.539,0.4
0.46501,-1
0.68727,-1
