"RT","SSD"
0.69366,-1
0.493,0.35
0.54985,-1
0.42511,-1
0.54942,-1
0.51656,-1
0.36096,-1
0.609,0.25
0.58779,-1
0.61477,-1
0.6937,-1
0.60406,-1
0.69238,-1
0.533,0.3
-1,0.2
0.75062,-1
0.9055,-1
0.97776,-1
0.51349,-1
0.7748,-1
0.62113,-1
1.15183,-1
0.422,0.25
-1,0.25
-1,0.2
1.01935,-1
-1,0.3
-1,-1
0.7883,-1
0.5852,-1
-1,-1
-1,-1
-1,-1
1.09325,-1
0.68095,-1
0.55944,-1
0.61272,-1
-1,0.25
0.61775,-1
-1,0.35
0.52797,-1
0.78386,-1
0.85266,-1
0.72589,-1
-1,0.3
-1,0.4
0.65414,-1
0.83022,-1
0.82544,-1
0.61149,-1
0.77549,-1
0.76826,-1
0.65903,-1
0.69847,-1
-1,0.35
-1,0.45
-1,0.5
-1,0.4
0.64586,-1
0.87139,-1
0.44552,-1
0.57742,-1
0.76132,-1
0.51091,-1
0.69769,-1
0.66423,-1
0.81987,-1
1.00316,-1
0.92416,-1
0.729,0.55
-1,0.45
-1,-1
0.64702,-1
1.23431,-1
0.632,0.5
-1,-1
-1,0.5
0.65175,-1
0.84549,-1
0.74569,-1
0.541,0.45
0.65552,-1
1.146,0.55
0.7635,-1
0.78375,-1
0.48899,-1
0.80645,-1
-1,-1
1.49997,-1
0.44257,-1
0.76041,-1
0.55601,-1
0.57,0.5
-1,0.4
0.62626,-1
0.58049,-1
0.52429,-1
0.66571,-1
0.63452,-1
0.66288,-1
0.506,0.45
0.523,0.45
0.73425,-1
0.61909,-1
0.55823,-1
0.76653,-1
0.38352,-1
-1,-1
0.545,0.4
-1,0.4
0.76863,-1
1.177,0.35
-1,-1
-1,0.45
0.90591,-1
0.70092,-1
0.69502,-1
0.81923,-1
0.76904,-1
0.78937,-1
0.87751,-1
0.85208,-1
0.76329,-1
0.57894,-1
0.86679,-1
-1,0.3
-1,0.5
