"RT","SSD"
0.389,0.25
-1,0.15
0.41731,-1
0.34626,-1
0.39134,-1
0.30461,-1
0.40645,-1
0.55295,-1
0.36868,-1
0.42276,-1
0.37747,-1
0.38968,-1
0.335,0.2
0.333,0.2
0.45425,-1
0.35646,-1
0.42673,-1
0.48999,-1
0.4668,-1
0.3306,-1
0.41233,-1
0.46065,-1
-1,0.15
-1,0.15
-1,0.2
0.36468,-1
0.35628,-1
0.44415,-1
0.37616,-1
-1,0.2
0.43428,-1
0.41093,-1
0.2797,-1
0.38463,-1
0.36297,-1
0.44414,-1
0.353,0.25
0.344,0.25
0.42759,-1
0.42768,-1
0.37829,-1
0.39499,-1
0.42826,-1
0.30075,-1
0.37315,-1
-1,0.2
0.35,0.2
0.43241,-1
-1,0.15
0.44466,-1
0.45039,-1
0.30449,-1
0.37904,-1
0.39361,-1
0.36552,-1
-1,0.25
0.357,0.2
0.43046,-1
0.327,0.3
0.50113,-1
0.45157,-1
0.32556,-1
0.34789,-1
0.40356,-1
0.38396,-1
0.48257,-1
0.38807,-1
0.37087,-1
-1,0.25
-1,0.15
0.38672,-1
0.31583,-1
0.35205,-1
0.37923,-1
0.31132,-1
0.40935,-1
-1,0.3
0.332,0.2
0.56085,-1
0.40515,-1
0.42255,-1
0.37545,-1
0.352,0.35
0.29428,-1
0.3092,-1
-1,0.15
0.42805,-1
0.33024,-1
0.301,0.3
0.41242,-1
0.28749,-1
0.36534,-1
0.38599,-1
0.31319,-1
0.38433,-1
-1,0.2
-1,0.25
0.32256,-1
0.34075,-1
0.3764,-1
0.29556,-1
0.40991,-1
0.321,0.25
0.35132,-1
0.45461,-1
0.36345,-1
0.44842,-1
-1,0.2
0.32659,-1
0.354,0.3
0.41651,-1
0.40305,-1
0.29794,-1
0.37303,-1
-1,0.25
0.32434,-1
0.34907,-1
0.41461,-1
0.3394,-1
0.345,0.25
-1,0.2
0.336,0.3
0.44894,-1
0.50164,-1
0.3814,-1
0.4157,-1
0.32751,-1
0.33114,-1
