"RT","SSD"
0.57239,-1
0.439,0.25
0.389,0.35
0.54153,-1
0.3873,-1
0.38737,-1
0.5192,-1
0.34398,-1
0.41018,-1
-1,0.3
0.47946,-1
0.44339,-1
0.36448,-1
0.36244,-1
0.43722,-1
0.318,0.2
0.44865,-1
0.40156,-1
0.39978,-1
0.33528,-1
0.40519,-1
-1,0.15
-1,0.35
0.51453,-1
0.3226,-1
0.41275,-1
0.33617,-1
0.24846,-1
0.428,0.4
0.49526,-1
0.38171,-1
0.41302,-1
0.38856,-1
0.33412,-1
0.34869,-1
0.4279,-1
0.34372,-1
-1,0.15
0.407,0.35
0.36219,-1
0.404,0.3
-1,0.2
0.57692,-1
0.42354,-1
0.30504,-1
0.39561,-1
0.4352,-1
0.33156,-1
0.406,0.25
-1,0.25
0.47363,-1
0.54525,-1
0.42404,-1
0.29121,-1
0.31283,-1
-1,0.3
0.47363,-1
0.44256,-1
0.44101,-1
0.3599,-1
0.318,0.2
0.42359,-1
0.333,0.35
-1,0.15
0.41346,-1
0.42456,-1
0.4066,-1
0.42288,-1
0.39026,-1
0.42433,-1
0.38242,-1
0.428,0.3
0.38538,-1
0.37562,-1
0.45435,-1
-1,0.2
0.42529,-1
0.47474,-1
0.47391,-1
0.401,0.25
0.4456,-1
0.62085,-1
0.40565,-1
0.33765,-1
-1,0.25
0.54975,-1
0.40758,-1
0.45007,-1
0.37881,-1
0.39737,-1
0.3754,-1
0.34441,-1
0.326,0.3
-1,0.2
0.399,0.25
0.46811,-1
0.39557,-1
0.45926,-1
0.39676,-1
0.31633,-1
-1,0.25
0.65595,-1
0.51571,-1
0.42427,-1
0.40815,-1
0.4534,-1
0.41884,-1
0.309,0.3
0.371,0.2
0.38791,-1
0.721,0.25
0.46011,-1
0.40537,-1
0.39288,-1
0.43762,-1
0.37052,-1
0.31402,-1
-1,0.15
-1,0.2
0.92523,-1
0.40928,-1
0.4108,-1
0.42137,-1
0.38851,-1
-1,0.2
0.41978,-1
