"RT","SSD"
0.47625,-1
-1,0.15
0.386,0.35
0.47394,-1
0.43325,-1
0.46148,-1
0.38528,-1
0.45902,-1
0.284,0.2
0.388,0.3
0.46243,-1
0.37168,-1
0.34565,-1
0.31173,-1
0.30651,-1
0.30086,-1
0.33639,-1
0.44481,-1
0.43573,-1
0.35174,-1
0.3877,-1
-1,0.15
0.41842,-1
0.354,0.25
0.43133,-1
0.39203,-1
-1,0.2
0.45537,-1
0.41113,-1
0.44612,-1
-1,0.2
0.56778,-1
0.54754,-1
0.46449,-1
0.41029,-1
0.47553,-1
0.37184,-1
0.348,0.25
0.348,0.25
0.66912,-1
0.31149,-1
0.41381,-1
0.37641,-1
0.326,0.2
0.48956,-1
0.33885,-1
0.432,0.2
0.39621,-1
0.32951,-1
-1,0.15
0.283,0.15
0.44405,-1
0.45135,-1
0.44771,-1
0.46391,-1
0.42944,-1
0.37138,-1
0.40764,-1
0.46774,-1
0.3718,-1
0.38601,-1
0.37769,-1
0.37,0.2
-1,0.1
0.636,0.15
0.51323,-1
0.45055,-1
0.358,0.15
0.54567,-1
0.5337,-1
0.44297,-1
0.3921,-1
0.46261,-1
0.34985,-1
0.34351,-1
0.47471,-1
-1,0.1
-1,0.1
0.60578,-1
0.38065,-1
0.47101,-1
-1,0.15
0.57791,-1
0.53866,-1
0.4743,-1
-1,0.15
0.4381,-1
0.52199,-1
0.49193,-1
0.68958,-1
0.5489,-1
0.73648,-1
0.55334,-1
0.47113,-1
0.43,0.2
-1,0.2
-1,0.15
0.45703,-1
-1,0.25
0.44071,-1
0.46639,-1
0.44446,-1
0.57159,-1
0.44077,-1
0.43516,-1
0.37702,-1
0.4781,-1
0.29606,-1
0.45164,-1
-1,0.2
0.50779,-1
-1,0.3
0.7402,-1
-1,0.25
0.338,0.35
0.49017,-1
0.52319,-1
0.33915,-1
0.42401,-1
0.27333,-1
0.419,0.3
-1,0.3
0.3795,-1
0.37025,-1
0.45573,-1
-1,-1
0.39525,-1
0.47411,-1
