"RT","SSD"
0.77022,-1
0.53788,-1
0.48037,-1
0.59946,-1
0.55011,-1
-1,0.35
-1,0.35
0.60923,-1
-1,0.4
-1,0.4
0.52511,-1
0.49644,-1
0.61767,-1
0.36423,-1
0.48667,-1
0.40725,-1
0.43968,-1
0.448,0.45
0.46,0.45
0.50211,-1
0.46398,-1
0.44779,-1
0.51923,-1
0.51733,-1
0.531,0.4
0.57464,-1
-1,0.4
0.53452,-1
0.54192,-1
0.52933,-1
0.4468,-1
0.3954,-1
0.47068,-1
0.48031,-1
0.48089,-1
0.46359,-1
0.38883,-1
0.343,0.45
0.437,0.35
0.55962,-1
0.45532,-1
-1,0.3
0.60363,-1
0.392,0.4
0.5156,-1
0.4086,-1
0.53329,-1
0.40979,-1
0.39049,-1
0.40759,-1
0.417,0.35
0.50516,-1
0.48771,-1
0.37657,-1
0.39794,-1
0.492,0.35
0.49538,-1
0.54544,-1
0.38303,-1
-1,0.3
0.67843,-1
0.347,0.3
0.44153,-1
0.51547,-1
0.485,0.35
0.57642,-1
0.49352,-1
0.44985,-1
-1,0.25
0.46532,-1
0.62279,-1
0.52421,-1
0.41383,-1
0.38275,-1
0.39467,-1
0.39629,-1
0.36384,-1
0.43638,-1
0.435,0.3
-1,0.3
0.505,0.35
-1,0.25
0.43303,-1
0.47329,-1
0.47342,-1
0.53881,-1
0.40586,-1
0.46756,-1
0.32662,-1
0.55302,-1
0.38321,-1
0.40946,-1
0.406,0.3
-1,0.3
0.52031,-1
0.4199,-1
0.47234,-1
0.49522,-1
0.453,0.35
0.4913,-1
-1,0.25
0.51408,-1
0.43119,-1
0.39009,-1
0.63086,-1
0.41694,-1
0.42931,-1
0.47723,-1
0.44544,-1
0.451,0.3
0.52313,-1
0.509,0.3
-1,0.25
0.54778,-1
0.53285,-1
0.44639,-1
0.5281,-1
0.46498,-1
0.44878,-1
-1,0.25
0.451,0.3
-1,0.3
0.51208,-1
0.58896,-1
0.47504,-1
0.50768,-1
0.38809,-1
0.40922,-1
