"RT","SSD"
0.573,0.25
0.48318,-1
0.40328,-1
0.52133,-1
0.46638,-1
0.41032,-1
0.49365,-1
0.346,0.25
0.41585,-1
0.44801,-1
0.3376,-1
0.39148,-1
0.35142,-1
0.34578,-1
-1,0.2
0.373,0.2
0.4313,-1
0.3551,-1
0.43851,-1
0.47883,-1
0.36559,-1
-1,0.15
-1,0.25
0.40167,-1
0.36855,-1
0.45565,-1
0.40317,-1
0.49871,-1
0.35646,-1
0.34866,-1
0.335,0.3
-1,0.2
-1,0.25
-1,0.25
0.38062,-1
0.37691,-1
0.35948,-1
0.33447,-1
0.35693,-1
0.34705,-1
0.308,0.3
0.32987,-1
0.43245,-1
0.47581,-1
0.3659,-1
0.35659,-1
0.36084,-1
0.354,0.3
0.40785,-1
0.45557,-1
0.40497,-1
-1,0.25
0.45061,-1
0.44463,-1
0.35892,-1
-1,0.25
0.315,0.3
-1,0.3
0.48277,-1
0.51504,-1
0.45656,-1
0.42666,-1
0.3584,-1
0.38846,-1
0.37794,-1
0.44643,-1
0.37228,-1
0.34477,-1
0.37685,-1
0.393,0.35
-1,0.25
-1,-1
0.59214,-1
0.55896,-1
0.35306,-1
0.46128,-1
0.43297,-1
-1,0.3
0.416,0.3
0.36504,-1
0.56147,-1
0.58969,-1
0.53713,-1
0.44344,-1
-1,0.25
0.442,-1
-1,0.35
0.49462,-1
0.442,0.4
0.49671,-1
0.46733,-1
0.36816,-1
0.41048,-1
0.48001,-1
0.36075,-1
0.451,0.3
0.42853,-1
-1,0.25
0.85788,-1
0.4026,-1
0.46846,-1
0.40305,-1
0.441,0.35
0.52804,-1
-1,0.3
0.56114,-1
0.45364,-1
0.37444,-1
0.38557,-1
0.3806,-1
0.38003,-1
-1,0.3
-1,0.35
0.52266,-1
0.44608,-1
0.48935,-1
0.42712,-1
0.35218,-1
0.46,0.35
0.46185,-1
0.55375,-1
-1,0.4
0.46473,-1
-1,0.3
0.44745,-1
0.5252,-1
0.49528,-1
0.52434,-1
