"RT","SSD"
0.43453,-1
0.43064,-1
0.42256,-1
0.4274,-1
0.35857,-1
0.38662,-1
0.292,0.15
0.383,0.25
0.5191,-1
-1,0.1
-1,0.2
0.40353,-1
0.48093,-1
0.37982,-1
0.44025,-1
0.32188,-1
0.39294,-1
-1,0.15
0.45006,-1
0.33714,-1
0.38724,-1
0.38076,-1
0.459,0.25
0.42766,-1
0.46164,-1
0.346,0.2
0.45718,-1
0.34144,-1
0.39534,-1
0.38435,-1
-1,0.2
0.48318,-1
0.41631,-1
0.47196,-1
0.42013,-1
0.388,0.25
0.416,0.15
0.50009,-1
0.50753,-1
0.48339,-1
0.47908,-1
-1,0.1
0.48086,-1
0.39427,-1
0.36401,-1
0.34792,-1
0.382,0.2
0.43899,-1
-1,0.15
0.4794,-1
0.51407,-1
0.49234,-1
0.39556,-1
0.43226,-1
0.40708,-1
-1,0.15
0.37319,-1
0.474,0.2
0.44339,-1
0.44841,-1
0.41066,-1
0.334,0.2
0.48688,-1
0.43942,-1
0.50188,-1
0.43097,-1
-1,0.15
0.35797,-1
0.35799,-1
0.45747,-1
0.43085,-1
-1,0.15
-1,0.2
0.47503,-1
0.362,0.2
0.49346,-1
0.45012,-1
0.43675,-1
0.45903,-1
0.49527,-1
0.42461,-1
0.43105,-1
0.42492,-1
0.39515,-1
0.40993,-1
-1,0.15
-1,0.25
0.446,0.3
-1,0.2
0.53596,-1
0.41258,-1
0.48488,-1
0.43188,-1
0.36515,-1
0.43822,-1
0.43618,-1
0.38289,-1
0.40408,-1
0.477,0.25
0.55865,-1
0.45546,-1
0.44392,-1
0.412,0.25
0.53229,-1
0.41097,-1
0.50612,-1
0.34939,-1
0.4844,-1
0.44372,-1
0.352,0.2
-1,0.2
0.439,0.25
0.48976,-1
0.43831,-1
0.40036,-1
0.4561,-1
0.42553,-1
0.41158,-1
-1,0.15
0.60035,-1
0.49572,-1
0.43671,-1
0.45989,-1
0.46144,-1
0.38634,-1
-1,0.2
-1,0.2
