"RT","SSD"
0.636,0.25
0.38393,-1
0.36752,-1
0.28029,-1
0.47828,-1
0.2653,-1
0.27956,-1
-1,0.15
0.321,0.2
0.3544,-1
0.34965,-1
0.39836,-1
0.31505,-1
0.277,0.2
0.29568,-1
0.37982,-1
0.28077,-1
0.41877,-1
0.43726,-1
0.47104,-1
-1,0.15
-1,0.15
0.42831,-1
0.44534,-1
0.38133,-1
0.36872,-1
0.30593,-1
0.27637,-1
0.44,0.2
0.279,0.2
-1,0.15
0.406,0.15
0.43418,-1
0.47212,-1
0.46026,-1
0.40979,-1
0.41091,-1
0.45916,-1
0.40396,-1
0.36829,-1
0.41283,-1
0.39232,-1
-1,0.1
0.56256,-1
0.478,0.2
0.42235,-1
0.59745,-1
0.41082,-1
0.79848,-1
0.53724,-1
-1,0.15
-1,0.15
0.43122,-1
0.44284,-1
0.54729,-1
0.75598,-1
0.62442,-1
0.41848,-1
0.345,0.2
0.45455,-1
0.43809,-1
0.491,0.2
-1,0.15
0.49446,-1
0.44372,-1
0.48918,-1
0.50196,-1
0.35904,-1
0.4943,-1
0.526,0.15
0.3817,-1
0.47139,-1
0.53032,-1
0.42814,-1
0.49798,-1
-1,0.2
-1,0.1
0.50084,-1
0.58056,-1
0.7382,-1
0.54227,-1
0.58105,-1
0.50513,-1
-1,0.15
-1,0.25
0.4655,-1
0.59496,-1
0.51413,-1
-1,0.3
0.369,0.2
0.44028,-1
0.54464,-1
0.41263,-1
0.47335,-1
0.33845,-1
0.42669,-1
0.39586,-1
0.37038,-1
0.5334,-1
0.438,0.35
-1,0.15
-1,0.3
0.64433,-1
0.51805,-1
-1,0.2
0.66802,-1
0.50302,-1
0.40253,-1
0.45087,-1
0.47435,-1
-1,0.25
0.54906,-1
0.53923,-1
0.72041,-1
0.52148,-1
0.514,0.35
0.49009,-1
-1,-1
0.66897,-1
0.44963,-1
0.42001,-1
0.303,0.3
0.29797,-1
0.454,0.3
0.42779,-1
