"RT","SSD"
0.44397,-1
0.45402,-1
0.45441,-1
0.385,0.25
0.40117,-1
0.368,0.35
0.59004,-1
0.57344,-1
0.41532,-1
0.43779,-1
0.34859,-1
0.42579,-1
0.375,0.2
0.42525,-1
0.5711,-1
0.417,0.3
0.46742,-1
0.40016,-1
0.60621,-1
0.46111,-1
0.41838,-1
0.4099,-1
-1,0.15
-1,0.25
0.58245,-1
-1,0.3
-1,0.2
0.48752,-1
0.60799,-1
0.4435,-1
0.50836,-1
-1,-1
0.39384,-1
0.33438,-1
-1,0.25
0.54473,-1
-1,0.35
0.35978,-1
0.58131,-1
0.53643,-1
0.42872,-1
0.3503,-1
0.42694,-1
0.357,0.3
0.439,0.4
0.46856,-1
0.34633,-1
0.34558,-1
0.38473,-1
0.41081,-1
0.451,0.25
0.383,0.35
0.53287,-1
0.54756,-1
0.36533,-1
0.41609,-1
-1,0.2
0.69,0.3
0.45319,-1
0.3925,-1
0.37552,-1
0.33793,-1
0.38172,-1
0.37575,-1
0.42295,-1
0.54418,-1
0.36148,-1
0.533,0.25
0.3457,-1
0.49003,-1
0.361,0.25
-1,0.2
0.51749,-1
0.68494,-1
0.6446,-1
0.62045,-1
0.44176,-1
-1,0.2
0.57901,-1
0.41059,-1
0.57822,-1
0.47514,-1
0.55048,-1
0.45049,-1
0.46363,-1
-1,0.25
-1,0.25
0.393,0.3
0.54009,-1
0.4632,-1
0.44454,-1
0.61437,-1
0.55395,-1
0.50816,-1
0.379,0.3
0.41009,-1
0.34241,-1
-1,0.25
0.39056,-1
0.34183,-1
0.39426,-1
-1,0.25
0.50183,-1
0.68278,-1
0.43068,-1
0.31473,-1
0.45484,-1
0.328,0.3
0.48887,-1
0.422,0.3
0.55977,-1
0.33308,-1
0.36265,-1
0.38286,-1
0.48699,-1
0.45962,-1
0.42,0.25
0.51055,-1
-1,0.25
0.426,0.3
-1,0.2
0.54688,-1
0.4223,-1
0.37808,-1
0.459,-1
0.40868,-1
0.43706,-1
