"RT","SSD"
0.51013,-1
0.52945,-1
0.33315,-1
0.35546,-1
0.33112,-1
-1,0.15
0.323,0.15
0.37227,-1
-1,0.1
0.46142,-1
0.36775,-1
0.41994,-1
0.36558,-1
0.37986,-1
0.38803,-1
0.40128,-1
-1,0.15
-1,0.15
0.45658,-1
0.42222,-1
0.42917,-1
0.35289,-1
0.39164,-1
0.415,0.2
0.4116,-1
-1,0.2
0.42629,-1
0.40812,-1
0.45793,-1
0.39538,-1
0.32381,-1
0.40899,-1
0.37943,-1
0.62051,-1
0.37775,-1
0.34901,-1
0.387,0.25
-1,0.15
0.543,-1
0.43488,-1
0.343,0.2
0.64451,-1
-1,0.2
0.39508,-1
0.70138,-1
0.40822,-1
0.3931,-1
0.4032,-1
-1,0.15
0.43796,-1
0.48496,-1
0.52311,-1
0.7743,-1
-1,0.25
0.43454,-1
0.35869,-1
0.3966,-1
-1,0.3
0.97144,-1
0.385,0.2
0.45553,-1
0.52221,-1
0.433,0.35
0.37687,-1
0.48427,-1
0.57083,-1
-1,0.15
0.50584,-1
0.37645,-1
0.38081,-1
0.83121,-1
0.53042,-1
0.36124,-1
0.33291,-1
0.57569,-1
0.5408,-1
0.508,0.2
-1,0.3
-1,0.35
-1,0.15
0.49771,-1
0.40026,-1
0.89912,-1
0.80817,-1
0.45065,-1
0.48833,-1
0.53389,-1
0.65345,-1
0.51069,-1
0.59807,-1
0.591,0.2
0.44,0.4
0.55029,-1
0.39494,-1
0.47419,-1
0.35818,-1
-1,0.35
0.61116,-1
-1,0.15
0.49761,-1
0.47428,-1
0.48766,-1
0.55772,-1
0.40371,-1
0.81101,-1
0.40954,-1
0.37843,-1
-1,0.2
0.49428,-1
0.37,0.4
-1,0.25
0.6306,-1
0.32683,-1
0.50641,-1
0.63481,-1
0.63172,-1
0.40312,-1
0.388,0.35
-1,0.3
0.38,0.3
0.46886,-1
1.17349,-1
0.34027,-1
0.45006,-1
0.40399,-1
0.42513,-1
