"RT","SSD"
0.989,0.45
0.68375,-1
0.52423,-1
0.38445,-1
0.52259,-1
0.39757,-1
0.3206,-1
0.439,0.35
0.41617,-1
0.41022,-1
0.37842,-1
0.31884,-1
0.42873,-1
0.44059,-1
-1,0.3
0.463,0.4
0.43243,-1
0.41886,-1
0.57516,-1
0.47319,-1
0.32689,-1
0.442,0.35
0.496,0.35
0.50473,-1
0.46972,-1
0.49793,-1
0.52318,-1
0.54402,-1
0.60363,-1
0.43833,-1
-1,0.3
-1,0.3
-1,0.35
-1,0.35
0.42991,-1
0.36438,-1
0.57534,-1
0.51803,-1
0.44426,-1
0.37756,-1
0.276,0.4
0.32986,-1
0.44804,-1
0.5696,-1
0.38945,-1
0.49468,-1
0.28673,-1
0.3,0.4
0.32693,-1
0.31546,-1
0.35926,-1
0.283,0.35
0.4526,-1
0.38017,-1
0.46376,-1
0.33,0.35
0.305,0.3
0.315,0.3
0.35465,-1
0.36363,-1
0.27244,-1
0.4627,-1
0.29211,-1
0.37321,-1
0.39036,-1
0.41109,-1
0.34131,-1
0.47885,-1
0.362,0.25
-1,0.25
0.43905,-1
0.53628,-1
0.51119,-1
0.32012,-1
0.39196,-1
0.33853,-1
0.371,0.3
0.348,0.2
0.49582,-1
0.49874,-1
0.48629,-1
0.31495,-1
0.35112,-1
0.432,0.15
0.52982,-1
-1,0.25
0.49623,-1
0.442,0.3
0.45838,-1
0.36468,-1
0.33947,-1
0.32991,-1
0.35942,-1
0.353,-1
0.333,0.1
0.31536,-1
-1,0.05
0.45929,-1
0.36069,-1
0.4145,-1
0.40251,-1
-1,0.25
0.43016,-1
0.379,0.3
0.48108,-1
0.57982,-1
0.53454,-1
0.5335,-1
0.8941,-1
0.33399,-1
-1,0.1
-1,0.15
0.50594,-1
0.46706,-1
0.50075,-1
0.38671,-1
0.33715,-1
0.411,0.25
0.51981,-1
0.42967,-1
-1,0.2
0.51133,-1
-1,0.2
0.54949,-1
0.52241,-1
0.50867,-1
0.41556,-1
