"RT","SSD"
0.59115,-1
-1,0.25
0.459,0.25
0.54563,-1
0.46528,-1
0.42316,-1
0.44862,-1
0.46303,-1
0.39002,-1
0.33565,-1
0.434,0.3
0.4955,-1
0.45056,-1
0.37447,-1
0.40536,-1
-1,0.2
0.47785,-1
0.52554,-1
0.59576,-1
0.54607,-1
-1,0.25
0.52761,-1
0.48883,-1
-1,0.25
-1,0.3
0.54174,-1
0.51093,-1
0.4796,-1
-1,0.3
0.45781,-1
0.52167,-1
0.44214,-1
0.47161,-1
0.47222,-1
0.46444,-1
0.4086,-1
0.40442,-1
0.409,0.35
0.488,0.35
0.55308,-1
-1,0.3
0.59774,-1
-1,0.3
0.50379,-1
0.54313,-1
0.62494,-1
0.61266,-1
0.63711,-1
0.56675,-1
0.40124,-1
0.65231,-1
0.58279,-1
0.59496,-1
-1,0.35
0.6482,-1
-1,0.35
0.62431,-1
-1,0.4
1.05157,-1
0.52587,-1
0.55359,-1
0.56909,-1
0.531,0.4
0.5665,-1
0.53832,-1
0.50665,-1
0.559,0.45
0.53255,-1
0.45052,-1
0.46025,-1
0.53963,-1
0.438,0.35
-1,0.3
0.65064,-1
0.59726,-1
0.66642,-1
0.676,0.4
0.63014,-1
0.52762,-1
0.5029,-1
0.51474,-1
0.48376,-1
0.54678,-1
0.45814,-1
0.5136,-1
0.54037,-1
0.576,0.35
-1,0.35
-1,0.4
-1,0.3
0.70107,-1
0.46047,-1
0.46323,-1
0.56962,-1
0.541,-1
0.54921,-1
0.562,0.35
0.72591,-1
-1,0.45
0.61257,-1
0.63028,-1
0.65225,-1
0.57945,-1
0.56956,-1
0.63718,-1
0.58359,-1
0.55706,-1
0.59735,-1
0.4299,-1
0.62873,-1
0.576,0.5
-1,0.3
0.608,0.45
0.5469,-1
0.57482,-1
0.61141,-1
0.58381,-1
0.64213,-1
-1,0.35
-1,0.4
0.87326,-1
-1,0.4
0.70409,-1
0.54209,-1
0.65858,-1
1.02972,-1
0.49441,-1
