"RT","SSD"
0.82285,-1
0.626,0.55
-1,0.45
0.9025,-1
0.92958,-1
0.93264,-1
0.83351,-1
0.98313,-1
0.68706,-1
0.77421,-1
-1,0.5
0.74944,-1
0.82329,-1
0.7822,-1
0.83028,-1
-1,0.5
0.81191,-1
0.99384,-1
0.96783,-1
0.85923,-1
-1,0.55
0.70953,-1
0.93301,-1
-1,0.55
-1,0.6
0.74207,-1
0.75302,-1
0.82139,-1
0.672,0.6
0.89152,-1
1.10378,-1
1.40111,-1
0.72023,-1
0.86465,-1
0.63812,-1
0.76,-1
0.77283,-1
0.598,0.55
-1,0.65
0.62755,-1
-1,0.5
0.70476,-1
-1,0.7
0.91332,-1
1.00115,-1
0.93465,-1
1.08861,-1
0.7231,-1
1.04834,-1
0.7817,-1
0.64876,-1
0.6941,-1
0.88833,-1
0.877,0.75
1.05004,-1
-1,0.55
1.43684,-1
-1,0.7
-1,-1
0.61024,-1
0.75065,-1
0.90664,-1
-1,0.6
0.60327,-1
0.73994,-1
0.81798,-1
0.642,0.75
0.79819,-1
0.86529,-1
0.71391,-1
0.60628,-1
0.691,0.65
-1,0.6
0.93701,-1
0.94851,-1
0.9556,-1
0.867,0.7
1.18746,-1
0.85484,-1
1.10759,-1
0.68887,-1
1.04799,-1
0.62405,-1
1.08146,-1
0.65884,-1
0.7871,-1
0.811,0.65
-1,0.65
0.892,0.7
-1,0.6
0.97528,-1
1.00134,-1
0.98857,-1
0.90735,-1
0.81605,-1
0.90158,-1
-1,0.65
0.93069,-1
-1,0.65
0.85804,-1
0.78431,-1
0.84316,-1
0.77648,-1
0.73065,-1
0.71974,-1
0.77288,-1
0.67033,-1
0.80808,-1
0.94468,-1
1.01439,-1
0.707,0.7
-1,0.7
-1,0.65
0.77091,-1
0.86158,-1
0.90765,-1
0.54456,-1
0.82136,-1
0.82676,-1
0.836,0.75
0.806,0.7
0.91893,-1
-1,0.7
0.79018,-1
0.93235,-1
0.95335,-1
1.0552,-1
0.70107,-1
