"RT","SSD"
0.595,0.25
0.65413,-1
0.49819,-1
0.52903,-1
0.40041,-1
0.44977,-1
0.46386,-1
-1,0.35
0.373,0.2
0.7732,-1
0.49134,-1
0.53347,-1
0.39009,-1
0.504,0.4
0.59551,-1
0.564,-1
0.42321,-1
0.51778,-1
0.5016,-1
-1,0.15
0.61631,-1
0.42094,-1
0.68581,-1
0.416,0.35
0.45805,-1
0.46343,-1
0.48135,-1
0.41185,-1
0.59947,-1
0.59327,-1
-1,0.2
0.556,0.3
0.46361,-1
-1,0.25
0.57196,-1
-1,0.25
0.51655,-1
0.5445,-1
0.44913,-1
0.52699,-1
0.45558,-1
0.426,0.3
0.445,0.3
0.60448,-1
0.62072,-1
0.48841,-1
0.45232,-1
0.66724,-1
0.73526,-1
0.514,0.25
0.68272,-1
0.78894,-1
-1,0.25
0.4839,-1
0.39663,-1
0.40754,-1
0.52128,-1
0.42654,-1
0.47863,-1
0.4465,-1
-1,0.3
0.54831,-1
0.47347,-1
-1,0.2
-1,0.25
0.54377,-1
0.53872,-1
0.49485,-1
0.58414,-1
0.42255,-1
0.536,0.35
0.40264,-1
0.56923,-1
0.42554,-1
-1,0.3
-1,0.3
0.4889,-1
0.46975,-1
0.53769,-1
0.63883,-1
0.65773,-1
0.61245,-1
0.48307,-1
-1,0.35
-1,0.35
0.49485,-1
0.43923,-1
0.44067,-1
0.4455,-1
0.49014,-1
0.51086,-1
0.63761,-1
0.53247,-1
0.60572,-1
-1,0.4
-1,0.4
-1,0.45
0.519,0.45
0.33568,-1
0.51825,-1
0.61041,-1
0.64687,-1
0.67278,-1
0.58093,-1
0.34,0.4
0.341,0.5
0.55053,-1
0.9193,-1
0.45507,-1
0.40523,-1
0.49004,-1
0.55207,-1
0.55793,-1
0.50568,-1
0.497,0.45
-1,0.35
0.5572,-1
0.45361,-1
0.7282,-1
0.39992,-1
0.38,0.4
0.38156,-1
0.533,0.4
0.70527,-1
0.45101,-1
0.50532,-1
0.53998,-1
0.36558,-1
