"RT","SSD"
0.38455,-1
0.3728,-1
0.31882,-1
0.37479,-1
0.33292,-1
0.29623,-1
-1,0.05
0.31,0.05
0.316,0.1
0.36555,-1
0.32952,-1
0.36809,-1
0.36046,-1
0.34264,-1
-1,0
-1,0.05
0.35301,-1
0.29324,-1
0.32384,-1
0.2735,-1
0.31666,-1
0.23945,-1
0.294,0.05
-1,0
-1,0.1
0.33413,-1
0.33441,-1
0.2987,-1
0.28918,-1
0.32921,-1
0.30662,-1
0.432,0.05
0.33966,-1
0.35631,-1
0.40514,-1
0.44992,-1
0.324,0.15
0.36156,-1
0.35017,-1
0.36338,-1
0.31193,-1
0.29747,-1
0.30284,-1
0.33633,-1
-1,0.1
0.308,0
-1,0.15
0.36761,-1
0.36999,-1
0.27391,-1
0.37647,-1
-1,0
0.27825,-1
0.36733,-1
0.40963,-1
-1,0.2
0.37993,-1
0.33813,-1
0.33967,-1
0.34683,-1
0.40388,-1
0.33122,-1
0.38606,-1
0.32718,-1
-1,0.25
0.316,0
0.45774,-1
0.316,-1
0.30885,-1
0.43832,-1
0.33628,-1
0.44807,-1
-1,0
0.33497,-1
0.39,0.3
0.40537,-1
0.411,0.25
0.39102,-1
-1,0.05
0.3059,-1
0.30504,-1
0.28023,-1
0.35209,-1
0.37354,-1
0.3238,-1
0.35,0.1
0.34338,-1
0.25018,-1
0.42607,-1
0.3416,-1
0.329,0.2
0.36615,-1
0.40545,-1
0.28449,-1
0.34435,-1
0.333,0.15
0.274,0.05
0.41535,-1
0.2969,-1
0.30442,-1
0.324,0.1
0.3297,-1
0.31757,-1
0.37118,-1
0.43229,-1
0.39692,-1
0.41196,-1
0.38741,-1
-1,0
0.3636,-1
-1,0.05
0.35973,-1
0.3704,-1
0.33525,-1
0.36635,-1
0.37754,-1
0.26588,-1
0.32387,-1
0.30844,-1
0.268,0.05
0.404,0.1
0.48771,-1
