"RT","SSD"
0.76657,-1
0.491,0.35
0.50933,-1
0.4151,-1
0.5528,-1
0.41391,-1
0.76422,-1
-1,0.35
0.51169,-1
0.42128,-1
0.46101,-1
0.442,0.4
0.65701,-1
0.44268,-1
-1,0.3
0.63167,-1
-1,0.35
0.59189,-1
0.57196,-1
0.55723,-1
0.63211,-1
0.43143,-1
0.57223,-1
0.46,0.35
0.62681,-1
0.47201,-1
0.4496,-1
0.392,0.4
0.44379,-1
-1,0.3
0.45308,-1
0.55085,-1
0.52407,-1
0.5184,-1
0.54894,-1
-1,0.35
0.363,0.35
0.97372,-1
0.59277,-1
0.797,-1
0.64131,-1
0.56775,-1
0.6561,-1
0.60352,-1
-1,0.4
0.38876,-1
0.7877,-1
-1,0.3
-1,0.45
0.491,0.35
0.56262,-1
0.41914,-1
0.6576,-1
0.35822,-1
0.71159,-1
0.55318,-1
0.59703,-1
0.54789,-1
0.59995,-1
0.52295,-1
0.56657,-1
-1,0.5
-1,0.3
1.01806,-1
0.70937,-1
0.52298,-1
0.72464,-1
0.85747,-1
0.59217,-1
0.81891,-1
0.494,0.55
-1,0.35
0.587,0.5
-1,0.4
0.8224,-1
0.764,-1
0.54806,-1
0.76652,-1
0.55413,-1
0.81785,-1
0.54316,-1
0.64807,-1
0.51727,-1
0.63161,-1
0.66942,-1
0.54502,-1
0.482,0.45
0.588,0.45
-1,0.4
0.6279,-1
-1,0.4
0.6315,-1
0.44528,-1
0.45169,-1
0.55856,-1
0.56413,-1
0.44109,-1
0.48632,-1
0.396,0.45
0.58605,-1
0.37486,-1
0.604,0.45
0.46919,-1
0.503,-1
0.43097,-1
0.52917,-1
0.493,0.4
0.79335,-1
0.53272,-1
0.468,0.4
0.67504,-1
0.37144,-1
0.58136,-1
0.61253,-1
-1,0.35
-1,0.35
0.71382,-1
1.09171,-1
1.06574,-1
0.97107,-1
0.6311,-1
-1,0.4
0.49736,-1
0.68988,-1
0.55788,-1
0.45078,-1
-1,0.4
0.46051,-1
