"RT","SSD"
1.08981,-1
0.51801,-1
0.61333,-1
0.60586,-1
0.544,0.45
0.438,0.45
0.56961,-1
0.59937,-1
0.52976,-1
0.68457,-1
-1,0.4
0.484,0.4
0.53855,-1
0.56475,-1
0.43172,-1
0.63133,-1
0.4332,-1
0.39604,-1
0.474,0.35
-1,0.45
0.48847,-1
0.47913,-1
0.47085,-1
0.50135,-1
0.42339,-1
0.55486,-1
0.38939,-1
0.44835,-1
0.476,0.5
0.46413,-1
0.426,0.3
0.66084,-1
0.473,0.45
0.60794,-1
-1,0.25
0.56942,-1
0.5115,-1
0.47732,-1
0.50082,-1
0.50071,-1
0.61886,-1
0.82358,-1
0.50487,-1
0.52995,-1
-1,0.3
0.441,0.4
0.53531,-1
0.36836,-1
0.322,0.35
0.5355,-1
0.71362,-1
0.65443,-1
0.46849,-1
0.49356,-1
0.40779,-1
0.494,0.35
-1,0.3
-1,0.3
0.55295,-1
0.49368,-1
0.60154,-1
0.48538,-1
0.62786,-1
0.54336,-1
0.40467,-1
0.40301,-1
0.49102,-1
0.55422,-1
0.47423,-1
0.522,0.35
-1,0.35
0.8164,-1
0.47748,-1
0.502,0.4
0.8388,-1
-1,0.3
0.77126,-1
0.50672,-1
0.61106,-1
0.5162,-1
0.58083,-1
0.53417,-1
0.52426,-1
0.47628,-1
0.5373,-1
0.572,0.35
0.54525,-1
-1,0.35
-1,0.3
0.45055,-1
0.41688,-1
0.28098,-1
0.39372,-1
0.3452,-1
0.44315,-1
0.362,0.4
0.51235,-1
0.4,0.35
0.50359,-1
0.4219,-1
0.35567,-1
0.40239,-1
0.42235,-1
0.422,0.35
-1,0.3
0.423,0.3
0.78932,-1
0.66638,-1
0.65581,-1
0.68675,-1
0.57624,-1
0.57872,-1
0.58401,-1
0.55366,-1
0.56926,-1
0.46282,-1
0.526,0.35
-1,0.25
0.45862,-1
0.43287,-1
0.446,0.3
0.40409,-1
0.38676,-1
0.39484,-1
0.44514,-1
-1,0.3
0.50033,-1
0.40708,-1
