"RT","SSD"
0.48974,-1
0.41624,-1
0.496,0.55
0.47425,-1
0.52684,-1
0.664,0.55
0.88592,-1
1.19382,-1
1.315,-1
1.1285,-1
1.00101,-1
-1,0.5
-1,0.5
0.7279,-1
1.10139,-1
1.17805,-1
1.38726,-1
0.81435,-1
-1,0.55
0.8723,-1
-1,0.55
1.27654,-1
1.13359,-1
0.95292,-1
-1,-1
0.80354,-1
1.01523,-1
0.96842,-1
0.74051,-1
0.656,0.6
-1,0.6
-1,0.65
1.22869,-1
-1,-1
1.24728,-1
-1,0.55
0.56495,-1
0.82316,-1
0.80812,-1
0.66285,-1
0.92242,-1
0.54511,-1
0.53449,-1
0.47912,-1
0.602,0.6
0.584,0.7
0.62736,-1
0.411,0.55
0.463,0.65
0.74727,-1
0.56874,-1
0.45884,-1
0.90062,-1
0.60495,-1
0.52459,-1
0.74972,-1
0.52376,-1
0.70657,-1
0.83513,-1
0.557,0.5
0.427,0.6
0.67151,-1
0.59127,-1
-1,-1
0.83164,-1
0.61326,-1
-1,0.55
0.91573,-1
0.88808,-1
0.98087,-1
-1,0.45
0.411,0.5
0.38885,-1
0.40606,-1
0.73428,-1
0.70049,-1
1.12299,-1
0.61072,-1
-1,0.6
0.791,0.65
0.78634,-1
-1,0.45
0.51026,-1
0.81702,-1
0.84312,-1
1.14348,-1
1.12322,-1
0.94568,-1
1.16857,-1
1.31907,-1
0.96313,-1
-1,0.5
0.96014,-1
1.41429,-1
-1,0.6
0.85296,-1
1.02005,-1
1.41839,-1
1.15703,-1
1.18451,-1
0.89298,-1
-1,0.65
-1,0.55
-1,0.6
0.702,0.7
0.75317,-1
1.19677,-1
0.7731,-1
0.86852,-1
1.0136,-1
1.34958,-1
0.73831,-1
0.72186,-1
0.46544,-1
0.64664,-1
1.14744,-1
0.691,0.65
0.73718,-1
-1,0.65
0.684,0.7
1.45607,-1
-1,-1
0.63324,-1
0.65025,-1
0.67679,-1
1.18882,-1
-1,0.6
