"RT","SSD"
0.63185,-1
0.47008,-1
0.51133,-1
0.49912,-1
0.48028,-1
-1,0.35
-1,0.35
0.49386,-1
-1,0.4
-1,0.4
0.44602,-1
0.55012,-1
0.51857,-1
0.38684,-1
0.39531,-1
0.55179,-1
0.33207,-1
0.507,0.45
0.465,0.45
0.54071,-1
0.53082,-1
0.5773,-1
0.54045,-1
0.57866,-1
-1,0.4
0.779,-1
0.486,0.4
0.71445,-1
0.70346,-1
0.6811,-1
0.54223,-1
0.45901,-1
0.54538,-1
0.54875,-1
0.50326,-1
0.42005,-1
0.45096,-1
0.469,0.35
0.494,0.45
0.6751,-1
0.63606,-1
-1,0.4
0.68731,-1
-1,0.3
0.61827,-1
0.5646,-1
0.55219,-1
0.58705,-1
0.3923,-1
0.4842,-1
0.483,0.45
0.49961,-1
0.51966,-1
0.66701,-1
0.63982,-1
-1,0.35
0.62224,-1
0.61774,-1
0.6045,-1
-1,0.4
0.64507,-1
-1,0.4
0.52213,-1
0.66863,-1
-1,0.45
0.68186,-1
0.61063,-1
0.59498,-1
-1,0.45
0.62129,-1
0.69906,-1
0.72178,-1
0.71393,-1
0.57541,-1
0.58648,-1
0.53311,-1
0.64209,-1
0.57461,-1
-1,0.5
0.628,0.5
-1,0.45
0.484,0.55
0.59223,-1
0.57979,-1
0.71823,-1
0.57195,-1
0.51662,-1
0.59593,-1
0.46113,-1
0.53729,-1
0.60719,-1
0.58114,-1
-1,0.5
-1,0.5
0.60179,-1
0.61948,-1
0.56348,-1
0.6027,-1
0.593,0.55
0.61413,-1
0.659,0.55
0.60227,-1
0.77444,-1
0.69062,-1
0.61734,-1
0.77154,-1
0.56851,-1
0.54171,-1
0.58152,-1
0.571,0.5
0.64261,-1
0.527,0.5
0.527,0.45
0.53614,-1
0.75646,-1
0.53648,-1
0.65274,-1
0.72153,-1
0.73414,-1
-1,0.45
-1,0.5
-1,0.4
0.4665,-1
0.6591,-1
0.52253,-1
0.58027,-1
0.60394,-1
0.63487,-1
