"RT","SSD"
0.55781,-1
0.573,0.45
-1,0.25
0.5547,-1
0.43007,-1
0.41217,-1
0.57459,-1
0.49994,-1
0.42402,-1
0.41741,-1
0.46637,-1
0.43287,-1
0.40255,-1
0.41737,-1
0.398,0.4
-1,0.3
0.36884,-1
0.45152,-1
-1,0.35
0.43749,-1
0.465,0.35
0.41278,-1
0.54408,-1
0.60746,-1
0.41326,-1
0.43457,-1
0.30441,-1
0.52684,-1
0.43066,-1
0.437,0.4
0.53798,-1
0.398,0.3
0.49878,-1
0.40944,-1
0.43899,-1
0.3115,-1
0.38699,-1
0.39444,-1
0.418,0.25
0.407,0.35
0.47868,-1
0.4202,-1
0.50753,-1
0.54857,-1
-1,0.2
0.39617,-1
0.37106,-1
0.428,0.3
-1,0.25
-1,0.25
0.4225,-1
0.43237,-1
0.58363,-1
0.49996,-1
0.42553,-1
0.36216,-1
0.51705,-1
0.50408,-1
0.46207,-1
0.38142,-1
0.48349,-1
-1,0.3
0.4734,-1
0.455,0.3
0.49647,-1
0.54521,-1
0.42935,-1
0.51355,-1
0.5558,-1
0.4837,-1
0.409,0.35
0.463,0.25
-1,0.3
0.54799,-1
0.4886,-1
0.45542,-1
0.50508,-1
-1,0.2
0.33524,-1
0.43831,-1
0.48114,-1
0.50806,-1
0.4255,-1
0.51625,-1
0.486,0.35
-1,0.25
0.57856,-1
0.55495,-1
0.4687,-1
0.412,0.3
0.49651,-1
0.49794,-1
-1,0.3
0.47342,-1
0.44763,-1
0.44882,-1
-1,0.25
0.45129,-1
0.38392,-1
0.523,0.35
0.63522,-1
0.44175,-1
0.50919,-1
0.38384,-1
0.3648,-1
0.48584,-1
0.47346,-1
0.52805,-1
0.49789,-1
-1,0.3
0.56422,-1
-1,0.3
0.378,0.35
0.448,0.35
0.53136,-1
0.37166,-1
0.53397,-1
0.57244,-1
0.44998,-1
0.47109,-1
0.56402,-1
0.57713,-1
0.57207,-1
0.43705,-1
0.55585,-1
-1,0.3
0.44833,-1
0.389,0.3
