"RT","SSD"
0.338,0.15
0.43007,-1
0.40889,-1
0.3177,-1
0.30607,-1
0.28266,-1
0.28564,-1
0.342,0.25
0.39399,-1
0.26787,-1
0.38595,-1
0.2498,-1
0.321,0.1
-1,0.2
0.37309,-1
-1,0.05
-1,0.25
0.34484,-1
0.38935,-1
0.37291,-1
0.53417,-1
0.39127,-1
0.3847,-1
0.48546,-1
0.42634,-1
0.312,-1
-1,0.1
0.492,0.3
0.45403,-1
0.3584,-1
0.41134,-1
0.40217,-1
0.3629,-1
0.4672,-1
0.31596,-1
-1,0.15
-1,0.25
0.40452,-1
0.3865,-1
0.33046,-1
0.35269,-1
0.35367,-1
0.32388,-1
0.44413,-1
0.399,0.3
0.46179,-1
0.395,0.2
0.39319,-1
0.39841,-1
0.35976,-1
0.34863,-1
0.39852,-1
0.36077,-1
0.349,0.25
0.287,0.15
0.28404,-1
0.37282,-1
0.34293,-1
-1,0.1
0.45213,-1
0.35863,-1
0.41083,-1
0.342,0.2
0.306,0.15
0.372,0.15
0.5487,-1
0.36618,-1
0.33785,-1
0.33775,-1
0.38235,-1
0.36573,-1
0.439,0.1
-1,0.1
0.39139,-1
0.34782,-1
0.46909,-1
0.49348,-1
0.30699,-1
0.35955,-1
-1,0.15
0.482,0.05
0.46361,-1
0.41192,-1
0.46803,-1
0.4281,-1
0.34437,-1
0.39008,-1
0.40147,-1
0.61254,-1
-1,0.2
-1,0
0.38962,-1
0.59808,-1
0.49439,-1
0.33297,-1
0.47663,-1
0.291,0.05
-1,0.25
0.36621,-1
0.39385,-1
0.40455,-1
0.42778,-1
0.35684,-1
0.36444,-1
0.3737,-1
-1,0
0.5566,-1
0.398,0.3
0.36161,-1
0.30841,-1
0.35282,-1
0.41902,-1
0.34112,-1
0.43362,-1
0.389,0.25
0.4885,-1
-1,0.05
-1,0.1
0.317,0.2
0.5372,-1
0.45731,-1
0.49816,-1
0.48322,-1
0.48114,-1
