"RT","SSD"
0.763,0.25
-1,0.35
0.5027,-1
0.44531,-1
0.45473,-1
0.42771,-1
0.44742,-1
0.46931,-1
0.43063,-1
0.46713,-1
0.40939,-1
0.4679,-1
0.40599,-1
0.35585,-1
-1,0.2
0.377,0.4
0.4213,-1
0.59704,-1
0.46471,-1
0.43792,-1
0.39601,-1
0.41906,-1
-1,0.25
0.38,0.35
0.422,0.3
0.54062,-1
0.42939,-1
0.417,0.3
0.58759,-1
0.42847,-1
0.42817,-1
0.50519,-1
0.46569,-1
-1,0.25
0.65599,-1
0.44144,-1
0.65964,-1
0.57216,-1
0.5988,-1
0.405,0.25
0.38725,-1
0.435,0.2
0.48201,-1
0.42218,-1
0.46556,-1
0.41843,-1
0.4223,-1
0.455,0.3
0.60148,-1
0.46389,-1
0.54895,-1
0.43018,-1
-1,0.25
0.46393,-1
-1,0.15
1.17174,-1
0.46833,-1
0.37915,-1
0.40232,-1
0.389,0.3
0.40486,-1
0.59668,-1
0.46987,-1
0.359,0.2
-1,0.15
0.38949,-1
0.414,0.25
0.59191,-1
0.93191,-1
0.40595,-1
0.46701,-1
0.44928,-1
0.53771,-1
0.567,0.2
-1,0.2
0.41638,-1
0.54359,-1
0.43487,-1
0.43308,-1
0.5018,-1
0.48993,-1
0.57731,-1
0.91723,-1
0.48431,-1
0.51036,-1
0.507,0.15
-1,0.25
0.6153,-1
0.441,0.3
-1,0.1
0.41474,-1
0.51986,-1
0.68535,-1
0.66156,-1
1.04524,-1
0.4042,-1
0.39345,-1
0.62,0.15
-1,0.25
0.47993,-1
0.66484,-1
0.98342,-1
0.44325,-1
0.448,0.1
-1,0.3
0.51898,-1
0.50438,-1
0.46151,-1
0.43622,-1
0.68666,-1
0.5894,-1
0.5274,-1
-1,0.05
0.41377,-1
0.43953,-1
0.451,0.35
0.40303,-1
0.38577,-1
0.51117,-1
0.54646,-1
0.56984,-1
-1,-1
0.45436,-1
0.43808,-1
-1,0.3
0.83822,-1
-1,0.1
