"RT","SSD"
0.47205,-1
0.369,0.35
-1,0.15
0.35944,-1
0.34856,-1
0.36277,-1
0.32009,-1
0.33203,-1
0.31435,-1
-1,0.2
0.33831,-1
0.39313,-1
0.36975,-1
0.35724,-1
0.28001,-1
0.327,0.3
0.37019,-1
0.36869,-1
0.38969,-1
0.31593,-1
0.38691,-1
0.371,0.25
-1,0.25
0.40135,-1
0.32047,-1
0.31578,-1
0.299,0.3
0.39648,-1
0.37534,-1
0.34208,-1
0.40699,-1
0.35702,-1
0.35994,-1
0.35109,-1
0.36256,-1
0.336,0.15
0.408,0.25
0.41373,-1
0.368,0.2
-1,0.1
0.59567,-1
0.32351,-1
0.3142,-1
0.37188,-1
0.35368,-1
0.36176,-1
0.47,0.15
-1,0.15
0.42971,-1
0.36052,-1
0.4879,-1
0.36032,-1
0.36355,-1
0.36721,-1
0.345,0.2
0.39735,-1
0.3767,-1
0.43891,-1
0.42892,-1
0.298,0.1
0.3322,-1
-1,0.15
-1,0.05
0.44209,-1
0.41124,-1
0.42521,-1
0.32015,-1
0.35134,-1
0.43949,-1
0.40896,-1
0.377,0.2
0.44684,-1
0.44867,-1
0.39267,-1
-1,0.1
0.39414,-1
0.36197,-1
0.34384,-1
0.354,0.15
0.37216,-1
0.56418,-1
0.36264,-1
0.40075,-1
0.317,0.15
0.50794,-1
0.3856,-1
0.28947,-1
0.33423,-1
0.31464,-1
0.3639,-1
0.37194,-1
0.383,0.1
0.317,0.1
-1,0.05
0.40956,-1
0.45956,-1
0.3254,-1
0.36159,-1
0.34998,-1
0.348,0.05
0.46553,-1
0.39671,-1
0.32332,-1
0.31226,-1
0.36533,-1
0.2962,-1
-1,0
0.356,0.1
0.47784,-1
-1,0.05
0.49431,-1
0.3658,-1
0.29762,-1
0.36559,-1
0.40227,-1
0.36289,-1
-1,0.05
-1,0.1
0.45329,-1
0.41115,-1
0.32641,-1
0.37405,-1
0.32935,-1
-1,0.1
0.34215,-1
