"","V1","V2","V3","V4","V5","V6"
"sub10724",0.453855773789961,0.0684177933566892,0.143453153499973,0.124804493868036,0.0309937458815045,0.0276294594378624
"sub10746",0.336563596234332,0.0441354310843676,0.0592036569113008,0.107153690333154,0.249601199552144,0.140747384510954
"sub10762",0.519904075638555,0.0580280097451931,0.160307194786204,0.147030087413317,0.0215045877946789,0.0254165488051431
"sub10779",0.436901402696376,0.0615306230720421,0.0863463291896733,0.0742674918304986,0.252126621545344,0.0886344863665879
"sub10785",0.519934353670401,0.0804442152981988,0.0528852242633817,0.115146628233083,0.0194227175620057,0.019547855570947
"sub10788",0.368230880318972,0.0567317903543468,0.0729525204963567,0.111354197324656,0.053073550924112,0.0767087812016026
"sub10844",0.277597556101756,0.026674721012483,0.070963869523811,0.0681642535816817,0.0984565030580192,0.0730429592137884
"sub10855",0.401050071247299,0.0641656277829113,0.117700686459184,0.213068133636817,0.382126771637047,0.308603299145039
"sub10871",0.520961164913269,0.097928732568586,0.0244090869658358,0.150352465715317,0.0144561760340906,0.016681448624182
"sub10877",0.443059974597413,0.0856277156869643,0.0534123636962782,0.140207405540218,0.0329739766379651,0.0326979137526754
"sub10882",0.387214473704408,0.0207253136687716,0.124697130396931,0.113719692206265,0.3978235437354,0.180913977479209
"sub10891",0.37157200013773,0.0448611864696555,0.103525582213228,0.0835058154975771,0.0520560500484209,0.0701641371311059
"sub10893",0.51759424687207,0.0914090426825718,0.140035562046182,0.120990302348041,0.364519905806183,0.198508022327612
"sub10912",0.349195139528474,0.0512772946989983,0.0718846073992446,0.162783066853777,0.528225106906811,0.294608453093793
"sub10934",0.387240818311634,0.0721251011470404,0.0674357580887349,0.186803239544449,0.0170256125548162,0.0178347013021971
"sub10940",0.337453220687827,0.0386839853259838,0.0426536629776672,0.0912972139253513,0.033327363720813,0.0346531636696753
"sub10949",0.537693328576881,0.113125487481234,0.130611836073264,0.110072841975917,0.0401944343655208,0.0374642148551858
"sub10958",0.560579244023609,0.0857046488010488,0.0247702785497102,0.0908627605115372,0.0283892429984661,0.0238279379582119
"sub10968",0.5286594158725,0.0889869371283958,0.0301787156688767,0.130534350207591,0.0160626809430792,0.0179444234978756
"sub10975",0.418331346691226,0.0692046932976897,0.0267653154778982,0.0963075506750423,0.0569315060771315,0.0550144473231558
"sub10977",0.551263471840274,0.104355483696801,0.166525248783926,0.131738751056784,0.184324287650595,0.105145756928979
"sub10987",0.401579308679257,0.0767655640821584,0.0935379682148969,0.0629143578654916,0.0409453432655781,0.0352648907687256
"sub10998",0.411877756066837,0.0621917690750054,0.171898584888135,0.1832452879947,0.696273381680063,0.294641192471927
"sub11019",0.379229203865823,0.10152097964729,0.0731129070043591,0.101751569013571,0.0502273271875409,0.0390514980308962
"sub11030",0.474130813893723,0.0646591977075215,0.0825052554506845,0.0702188182656835,0.173103394979261,0.069585024519659
"sub11044",0.320664619263982,0.0424741719175139,0.0676304949747482,0.106567989644294,0.0897074870577387,0.0907929623437515
"sub11050",0.467368793419384,0.0897702378305571,0.0830076826450211,0.138748379583711,0.0418986867005996,0.0441532234987408
"sub11052",0.552867004610302,0.0909111457876383,0.0522322210916895,0.107460747659438,0.0181363223084188,0.0142453684087897
"sub11059",0.431852497195473,0.0890424172604461,0.0248421492154724,0.0987801107021193,0.0271982900174513,0.0273746654275063
"sub11061",0.353254534541049,0.0423904915765167,0.0691097707877622,0.085950596377333,0.0912769147762672,0.0767973718911081
"sub11062",0.58938890926949,0.110732609884353,0.0896095484583308,0.114897725510777,0.423423240194211,0.124509258079829
"sub11066",0.326944091032283,0.0271250689210303,0.0505434500497815,0.12590297394865,0.149823971376119,0.133833772944471
"sub11068",0.736439759771017,0.138251772522481,0.0345324957791043,0.101373970868726,0.024517799177155,0.0240563013850013
"sub11077",0.331543152725974,0.0252313159020748,0.0702990340685584,0.0733290292106026,0.0245621999178376,0.0211005645425686
"sub11088",0.458076926274935,0.0767977028943318,0.15486521295524,0.0838822224596013,0.0565190686597341,0.0905876138646843
"sub11090",0.399691427365518,0.0833518736925501,0.0485924707133399,0.0933474053170146,0.0281107558938434,0.0343543722604153
"sub11097",0.405076450463484,0.0709146713731916,0.153715523419788,0.115371884195674,0.0475376557002414,0.0409684707728167
"sub11098",0.366817953834696,0.0540520805980537,0.0605147434296569,0.0892808062321151,0.0457347357745294,0.0493130695208074
"sub11104",0.315708872844088,0.0500766265757884,0.10298398985819,0.0784358342913645,0.0496720649453733,0.041600379773175
"sub11105",0.663558162178998,0.214364605558634,0.184463867497195,0.0980709663572835,0.0451581988865998,0.044202120341226
"sub11106",0.369210386730026,0.0879981252805437,0.109913272704115,0.121915958961611,0.0824267046907221,0.0775672583355582
"sub11108",0.389178682714552,0.0687030333339327,0.065098886553753,0.0974425455787967,0.0467882359233407,0.0538944819340851
"sub11112",0.343097710292369,0.0836272139809627,0.110207611587869,0.101331129907065,0.13542905281045,0.136673920049165
"sub11128",0.322163391142248,0.0463603371959348,0.126458675850138,0.136763778298614,0.533500034243595,0.222398434793003
"sub11131",0.428856393718104,0.0800504785332825,0.0628762080515961,0.0864150943636066,0.0321603711317109,0.0445519333060679
"sub11142",0.296966995694812,0.0496296269162338,0.0937653579139642,0.0926228897292949,0.183621965417354,0.0728500150885396
"sub11143",0.343901709271427,0.0470007151360951,0.0558950177484109,0.15740602172527,0.0180399687637197,0.0244576058544494
"sub11149",0.33809766088777,0.0429714598949785,0.0664338007696863,0.123769785558191,0.0292688326035597,0.0293814266905967
"sub11156",0.314025676122729,0.0529975167722047,0.0834607448795075,0.0941178337860439,0.0547249989073557,0.105225818160468
